"Uniprot_ID","All_ids","First_id"
"Q99JY9","Q3ULF7;Q3TWJ4;Q99JY9;Q3TGW0;Q3TGE1","Q3ULF7"
"Q3TWL2","Q3TWL2;F8WHW3;E0CYE6;E0CZ18","Q3TWL2"
"Q3TWN3","Q3TWN3-2;Q3TWN3;C6KI93","Q3TWN3-2"
"Q9Z110","Q3TWN8;Q9Z110;Q9Z110-2;Q3UZ27;Q3UGW8","Q3TWN8"
"Q91VH6","Q3TWT2;Q91VH6","Q3TWT2"
"P84091","Q3TWV4;Q5FWI9;Q6A0C9;P84091;Q3TH69;Q3UCW9","Q3TWV4"
"Q3TWW8","Q3TWW8","Q3TWW8"
"Q9Z160","Q3TWY6;Q9Z160;Q3TR89;Q3TAY0;Q5DTY3;Q3U7X8;Q3TYM3","Q3TWY6"
"Q99KL7","Q3TWY9;Q99KL7;A0A0J9YV85;Q3TTF7;Q9CZQ8","Q3TWY9"
"Q9JIS8","Q3U9N0;Q3TWZ6;Q9JIS8;Q6NXV2;Q3TWV2;Q3TLV0;Q3TJM8;Q3TJG5;Q3TPD4","Q3U9N0"
"Q80VQ0","Q3TX25;Q80VQ0;Q3U3J9","Q3TX25"
"Q62172","Q3TX60;Q62172;Q3ULP3;A6H6B3;B7ZNM1","Q3TX60"
"Q62465","Q5RKP0;Q499X4;Q3TXD3;Q62465;Q3U331","Q5RKP0"
"Q9QZ03","Q3TXF0;Q9QZ03","Q3TXF0"
"Q62073","Q543B5;Q3TXG1;Q62073;A2AP93","Q543B5"
"Q921V5","Q3U5X7;Q3TXN3;Q921V5;Q3TBY6","Q3U5X7"
"Q3TXS7","Q3TXS7;Q8BU34;Q05CG9;Q8CGI9;Q5HZG6;Q8CGG2","Q3TXS7"
"Q3TXT3","Q3TXT3;Z4YLT1;Q3TXT3-2","Q3TXT3"
"Q9WTM5","Q3UXP2;Q3TXT7;Q9WTM5","Q3UXP2"
"Q3TXU5","Q3TXU5","Q3TXU5"
"Q70KX6","Q70KX6;Q3UUV0;Q3TXU6;Q8VEH2;Q3TMV1;A2AN61;Q8BIT2;Q6GQU3;F6S5B6;F6XWQ4","Q70KX6"
"Q921E2","Q3TXV4;Q921E2","Q3TXV4"
"Q3TXX3","Q3TXX3-2;Q3TXX3","Q3TXX3-2"
"Q91YD9","Q7TPN5;Q3TXX8;Q91YD9;Q3UQ99;Q3UGK7","Q7TPN5"
"Q60823","Q3TY95;Q60823;F8WHG5;Q8CE74;D3Z3N2","Q3TY95"
"Q8R3T5","Q3TYA4;Q8R3T5;B8JJ84","Q3TYA4"
"Q3TYD6","Q3TYD6","Q3TYD6"
"Q3TYS2","Q3TYS2;X1WI15;A0A0A0MQK0","Q3TYS2"
"Q9D662","Q3TYS4;Q9D662;Q3UKB4;Q3TAW4;Q3TIS3;Q8CDS4","Q3TYS4"
"Q8K1S3","Q3TYW6;Q8K1S3-2;Q8K1S3;Q3UH38","Q3TYW6"
"Q3TYX2","Q3TYX2;Q8C2Z8","Q3TYX2"
"Q3TYX3","Q3TYX3","Q3TYX3"
"Q9DCJ7","Q8CCC0;Q3TZ21;Q9DCJ7","Q8CCC0"
"Q8R3D1","Q3TZ63;Q8R3D1","Q3TZ63"
"Q6DIB4","Q3TZG8;Q52KQ8;Q6AXH3;Q3UH85;Q6DIB4","Q3TZG8"
"Q8C0C0","Q3TZR8;Q8C0C0","Q3TZR8"
"Q8R0S1","Q3TZR9;Q3U2X8;Q3US59;V9GXN6;Q8R0S1","Q3TZR9"
"Q91VH2","Q3U1P2;Q3TZU7;Q91VH2;Q9CZK0","Q3U1P2"
"Q3TZX8","Q3TZX8-3;Q3TZX8-2;Q3TZX8;A0A0U1RPV7","Q3TZX8-3"
"Q3TZZ7","Q3TZZ7;Q3TZZ7-2","Q3TZZ7"
"Q9JL62","Q3U011;Q9JL62;D3Z1H9;Q7TMS6;D3Z1H8","Q3U011"
"Q80UM7","Q3U026;Q80UM7;Q3UME9;Q3U950;Q3U8P9","Q3U026"
"Q8BXQ2","Q3U047;Q8BXQ2;Q3U5R2;B7ZC19","Q3U047"
"Q9QXK7","Q3UDS1;Q3U057;Q9QXK7;Q3TC91;Q9CWL0","Q3UDS1"
"Q3U0B3","Q3U0B3","Q3U0B3"
"Q9DB42","Q3U0F2;Q9DB42","Q3U0F2"
"Q3U0J8","Q3U0J8","Q3U0J8"
"Q3U0K8","Q3U0K8-2;Q3U0K8-3;Q3U0K8;D3YTU2","Q3U0K8-2"
"Q3U0M1","Q3U0M1-2;Q3U0M1;Q3U0M1-3;E9PZ41;E9Q3T8;Q3U0M1-4;Q3U0M1-5","Q3U0M1-2"
"Q80Y81","Q3U0M8;Q80Y81-2;Q80Y81;B1ATP7","Q3U0M8"
"Q8BZ20","Q3U0S1;Q8BZ20","Q3U0S1"
"Q7TSG2","Q3U0S4;Q7TSG2","Q3U0S4"
"Q6PHN9","Q3U0T9;Q6PHN9","Q3U0T9"
"Q3U0V1","Q3U0V1","Q3U0V1"
"Q80UP5","Q3U0V3;Q80UP5;F7B209","Q3U0V3"
"Q9Z0P7","Q3U0Z8;Q9Z0P7-2;Q9Z0P7;Q9Z0P7-4;D3Z7B6;Q9Z0P7-3;A0A0R4J1M0","Q3U0Z8"
"Q3U186","Q3U186","Q3U186"
"Q8K2W3","Q3U194;Q8K2W3;Q3U024;Q3U1N6","Q3U194"
"Q3UC82","Q3UC82;Q3U1F0","Q3UC82"
"Q8R3S6","Q5PPR2;Q3U1G4;Q8R3S6;Q6P1Y9","Q5PPR2"
"Q3U1J4","Q3U1J4;Q91YC8","Q3U1J4"
"Q9Z104","Q3U1L0;Q9Z104;Q3U1X5;Q05DT2;F7AVN4;Q3U1Z7;E9Q2W1","Q3U1L0"
"Q8CIF6","Q3U1L8;Q8CIF6;Q8CIF6-2","Q3U1L8"
"Q60631","Q3U5I5;Q3U1Q4;Q60631;B1AT92;Q60631-2","Q3U5I5"
"Q91W50","Q3U1S6;Q91W50;Q8JZN2;Q80TP8;Q3U4S7;Q3TXH7;Q8R3R1;A0A0G2JF72;Q3U672;Q05C63","Q3U1S6"
"Q3U1T3","Q3U1T3","Q3U1T3"
"Q3U1T9","Q3U1T9;Q3U1T9-2;C6EQJ8;Q3U1T9-4","Q3U1T9"
"Q99MK8","Q3U1V3;Q99MK8;Q7TS64;E9PW16","Q3U1V3"
"Q3U1V6","Q3U1V6;Q3U1V6-2","Q3U1V6"
"Q8BU04","Q3U1Z8;Q52KC0;Q8BU04;Q6PDS2;Q68FN3","Q3U1Z8"
"Q3U269","Q3U269","Q3U269"
"Q80ZJ6","Q3U297;Q80ZJ6-2;Q80ZJ6;Q80ZJ6-3","Q3U297"
"Q3U2A8","Q3U2A8;F6YJY2","Q3U2A8"
"Q61316","Q3U2G2;Q571M2;Q99L75;Q61316","Q3U2G2"
"Q9QZ08","Q3U2G9;Q9QZ08;Q9D997;D3YXG2","Q3U2G9"
"Q3U2K0","Q3U2K0-3;Q3U2K0-2;Q3U2K0","Q3U2K0-3"
"Q922H1","Q3U2K1;Q922H1-2;Q922H1;Q8C1M0","Q3U2K1"
"Q80WC7","Q3U2K8;Q80WC7;Q3TBU7;Q80WC7-2","Q3U2K8"
"Q3U2P1","Q3U2P1;A2AA71","Q3U2P1"
"Q3U2V3","Q3U2V3;Q3U2V3-2","Q3U2V3"
"Q7TPV4","Q3U2W2;Q7TPV4;A0JLT5;Q3TLF6","Q3U2W2"
"Q9JL15","Q542M5;Q3U2W5;Q9JL15;Q8C6H0;A8DIL0","Q542M5"
"Q3U308","Q3U308;G3UXB4","Q3U308"
"Q8VH51","Q3U313;Q8VH51-2;Q8VH51;Q3UXT6;E9Q8F0;Q0VGU9;Q8VH51-3;F7AA45;B7ZD61","Q3U313"
"Q3U319","Q3U319;A0A0X1KG60;A0A0U1RPJ4","Q3U319"
"Q80XQ2","Q571D8;Q3U325;Q80XQ2;Q4KMV6;Q3UN43;Q8CC81;Q9DAW8","Q571D8"
"Q9R210","Q3U327;Q3UKG7;Q9R210;Q6P203;F6W7D6;D3Z6Q7;Q8C5F1","Q3U327"
"Q99KH8","Q3U3T6;Q3U335;Q99KH8","Q3U3T6"
"Q8CC35-2","Q8CC35-2;Q3U336;Q3TA13;Q8CC35-3;Q3URF1","Q8CC35-2"
"Q91VY9","Q3U343;Q91VY9;Q3TCX4","Q3U343"
"Q9QZF2","Q3U379;Q9QZF2;Q3U3U3","Q3U379"
"Q9Z0J0","Q3U8F7;Q3U3C2;Q9Z0J0;Q3TXQ4","Q3U8F7"
"Q64012","Q3U3F6;Q64012-2;Q3TGD3;Q64012;A2AU62;A2AU61;A2AU60","Q3U3F6"
"Q9ER63","Q3U3F7;Q9ER63;Q3TDS5;F8WH78;A0A140LIU0","Q3U3F7"
"Q68FH4","Q3U3H5;Q68FH4;Q8BUU7;Q8BWB2;Q3U728","Q3U3H5"
"P50136","Q99L69;Q3U3J1;P50136","Q99L69"
"Q5SSI6","Q3U3Q3;Q5SSI6;Q3TJX6","Q3U3Q3"
"Q60649","Q3UGS9;Q3URM1;Q3U3U6;Q8CCN6;Q60649;Q3TXD4;E9PY58","Q3UGS9"
"Q8C8U0","Q3U417;Q8C8U0;Q3UJ84;Q8C8U0-2","Q3U417"
"Q3U4K3","Q3U4K3;Q3U422;Q91WP8","Q3U4K3"
"Q8K3Z9","Q3U425;Q8K3Z9;Q6A036","Q3U425"
"Q8BZQ7","Q3U430;Q6ZPR8;Q8BZQ7","Q3U430"
"Q62095","Q3U484;Q62095","Q3U484"
"Q3U487","Q3U487","Q3U487"
"Q9WUR9","Q3U489;Q9WUR9;Q3UYL0;F6TEU8","Q3U489"
"Q91WG5","Q3U4D5;Q91WG5;Q8BIQ9;Q8BM63;Q3TMN8;Q91WG5-2;D3YUS1","Q3U4D5"
"Q61166","Q3U4H0;Q61166","Q3U4H0"
"Q8VC42","Q3UMX3;Q3U4H5;Q8VC42;Q3TWH4","Q3UMX3"
"Q3U4I7","Q3U4I7;B7ZN16;B9EIT1","Q3U4I7"
"Q9EQN3","Q3U4M0;Q9EQN3;Q8BYC5;Q3U413;Q8BV82;Q3U1U6;Q3TCX6","Q3U4M0"
"Q9Z2V5","Q3U4Q5;Q8CGC3;Q9Z2V5;A0A1B0GX25;Q3UG37","Q3U4Q5"
"Q3U4S0","Q3U4S0;Q7M753;V9GX56;V9GXP9;Q3TIG7","Q3U4S0"
"Q61881","Q3UDI8;Q3U4T8;Q61881;Q3V122","Q3UDI8"
"P56399","Q3U4W8;P56399","Q3U4W8"
"Q8VDJ3","Q3V1M8;Q3U4Z7;Q8VDJ3;A0A087WP83","Q3V1M8"
"Q9DBG6","Q61833;Q3U505;Q9DBG6;A2ACG7","Q61833"
"Q8K023","Q3U538;Q8K023-2;Q8K023","Q3U538"
"Q61827","Q3UP84;Q3U568;Q61827","Q3UP84"
"Q8BYH7","Q3U5C0;Q3UDU6;Q8BYH7;I6L974","Q3U5C0"
"P30561","Q3U5D9;Q3U2B1;P30561;Q6DLX3;Q6DLX2;Q6DLX1;Q6DLX4","Q3U5D9"
"Q3U5F4","Q3U5F4","Q3U5F4"
"Q9JJA2","Q3U5F9;Q9JJA2;Q3U184","Q3U5F9"
"Q9D1C9","Q3U5H9;Q9D1C9;D3U0D6","Q3U5H9"
"Q9R078","Q542K0;Q3U5I9;Q9R078;S4R2R1","Q542K0"
"Q3U5Q7","Q3U5Q7","Q3U5Q7"
"O55023","Q9D066;Q924B0;Q3U5R8;Q3TME6;O55023;Q80ZJ2","Q9D066"
"Q9Z1M2","Q9Z1M2;Q3U635;Q3TNE5;A0A140LIF8","Q9Z1M2"
"Q9WV54","Q78P93;Q3U646;Q9WV54;Q3U8A7;Q3TWT5","Q78P93"
"Q60967","Q3U647;Q60967;Q6NZM8;Q3TUA8","Q3U647"
"Q8BU11","Q3U661;Q6A006;Q8BU11","Q3U661"
"Q9CYC6","Q3U671;Q9CYC6","Q3U671"
"Q60769","Q7TQD1;Q3U695;Q60769;Q3TBB9;Q8C2N2;Q3T9G9","Q7TQD1"
"Q8CIE4","Q3U6C0;Q8CIE4;Q8BSZ1;Q3TLV7;Q8C8L6;Q8R1U9;Q8R133","Q3U6C0"
"Q8VE37","Q3U6D2;Q6PFB2;Q8VE37","Q3U6D2"
"Q923D2","Q3U6G1;Q923D2;E9PZC3;A0A0U1RPU7;E9PZC4","Q3U6G1"
"Q9QUH0","Q3U6L3;Q9QUH0;Q9D6F8","Q3U6L3"
"Q923D5","Q3UKQ3;Q3U6Q1;Q923D5;Q3TXH8","Q3UKQ3"
"Q9Z2W1","Q3U6Y0;Q9Z2W1;Q7TPV1;D3Z359","Q3U6Y0"
"Q91XC8","Q3U706;Q91XC8;A0A087WR57","Q3U706"
"Q501J6","Q3U741;Q501J6;Q3TU25;Q501J6-2","Q3U741"
"Q9JMK0","Q3U7I0;Q9JMK0;Q9QY11","Q3U7I0"
"Q62191","Q3U7K7;Q3UCL2;Q921V6;Q62191","Q3U7K7"
"Q8VD66","Q8C0M2;Q3U7M5;Q8VD66;A0A0G2JEC8;Q99KW5","Q8C0M2"
"Q3U7R1","Q3U7R1;Q3U7R1-2","Q3U7R1"
"Q9ESV0","Q3U7R4;F8WJA0;Q9ESV0;Q3TLR1;Q3UYV7","Q3U7R4"
"Q3U7U3","Q3U7U3;Q3UGI9;Q3UD93","Q3U7U3"
"Q9DBJ1","Q3U7Z6;Q9DBJ1;Q6NWV5","Q3U7Z6"
"Q3U829","Q3U829;A0A0G2JFH9;Q6PFH7;B7ZMR5;Q6ZQC1","Q3U829"
"Q9DCI3","Q3U852;Q9DCI3;A0A0G2JE93","Q3U852"
"Q61035","Q3UDH1;Q3U890;Q61035;Q9D094;Q8VDX8;Q8C2D1","Q3UDH1"
"Q8VEE4","Q5SWN2;Q3U8B3;Q8VEE4","Q5SWN2"
"Q8CDN6","Q3U8R9;Q8CDN6;Q3UNH3;Q3UBF4","Q3U8R9"
"Q9DCR2","Q3U8S0;Q9DCR2","Q3U8S0"
"Q8BG81","Q3U8V1;Q8BG81;Q3TJ78;Q571G8;Q3UDD3","Q3U8V1"
"Q8VHM5","Q8VHM5;Q3U8W9;Q3UMT8;Q99KG1;Q3UKV5;Q9CT37;F7B5B5;A2AW41","Q8VHM5"
"Q9DCH4","Q8BTW2;Q3U8X1;Q9DCH4;Q6IRT4;Q3UVY8;Q8VH52","Q8BTW2"
"Q9DCA2","Q3U8Y1;Q9DCA2;Q3TLY7","Q3U8Y1"
"Q3U8Y7","Q3U8Y7;A0A087WPH7","Q3U8Y7"
"Q9JIA7","Q58E38;Q3U912;Q9JIA7","Q58E38"
"Q9D0F3","Q3U944;Q9D0F3","Q3U944"
"Q3U962","Q3U962","Q3U962"
"Q9CY73","Q3U9C4;Q3UKG1;Q9CY73;Q9CY73-2","Q3U9C4"
"Q8R313","Q3U9D6;Q8R313","Q3U9D6"
"Q3U9G9","Q3U9G9","Q3U9G9"
"Q3U9H3","Q3U9H3;Q3TFU7;F7ABX5","Q3U9H3"
"Q61335","Q3U9U5;Q61335","Q3U9U5"
"Q3UA06","Q3UA06;Q3UA06-2","Q3UA06"
"Q6PB93","Q3UA32;Q6PB93;Q3UM52;Q6PB93-2","Q3UA32"
"Q9DCD0","Q91V28;Q3UAG2;Q9DCD0;Q91YT9","Q91V28"
"Q3UJB0","Q3UJB0;Q3UAI4;Q3UBH2;Q80W39;Q3UQU5","Q3UJB0"
"Q9WUQ2","Q3UAP1;Q9WUQ2;D3Z3S1","Q3UAP1"
"P47753","Q5RKN9;Q3UAS2;P47753;Q3UJV2;Q3TLJ0","Q5RKN9"
"Q91V04","Q4FK14;Q3UQ93;Q3ULV0;Q3UAT2;Q91V04;Q9CVJ6","Q4FK14"
"Q3UBG2","Q3UBG2;Q3UBG2-2","Q3UBG2"
"Q3UBP6","Q3UBP6;Q3UBQ4","Q3UBP6"
"Q9Z0V7","Q545H3;Q3UBR8;Q9Z0V7;A2AES1","Q545H3"
"Q9DC28","Q3UBT6;Q9DC28-2;Q3USK2;Q9DC28;Q3TYE1","Q3UBT6"
"Q62446","Q3UBU9;Q62446","Q3UBU9"
"Q3UBX0","Q3UBX0;D3Z0I8;D3Z7P2;D3Z3Z2;D3YX08","Q3UBX0"
"Q925N2","Q3UC14;Q925N2","Q3UC14"
"Q8JZR0","Q3UC67;Q8JZR0;Q3UKS0","Q3UC67"
"Q6P8I4","Q3UCC5;Q6P8I4;Q3KQH9;F8WI88;D3YWA4;Q3TM89","Q3UCC5"
"Q9Z2I9","Q3UCC6;Q9Z2I9","Q3UCC6"
"Q6A068","Q3UCF2;Q6A068;Q05DT4","Q3UCF2"
"Q8C2E4","Q3UCI6;Q8C2E4;Q6A032","Q3UCI6"
"P29391","Q9CPX4;Q3UCL5;A0A1B0GR60;Q3UL79;Q3TJJ6;Q3THE6;P29391;Q9CZE7;Q3ULW5","Q9CPX4"
"Q3UCQ1","Q3UCQ1;Q3UCQ1-2","Q3UCQ1"
"Q3UCV8","Q3UCV8","Q3UCV8"
"Q61187","Q3UCW0;Q61187;Q3UK08;A0A1B0GS09","Q3UCW0"
"Q3UD01","Q3UD01","Q3UD01"
"Q6NSR8","Q3UD03;Q6NSR8;Q3U199;Q3TCV9","Q3UD03"
"Q91VR2","Q8C2Q8;Q9D9D7;Q3UD06;Q91VR2;Q9ERA8","Q8C2Q8"
"Q9CR86","Q5M9P7;Q3UD53;Q9CR86;Q3U434","Q5M9P7"
"Q6PAM1","Q3UD58;Q6PAM1;Q3UXT5;Q6PAM1-2","Q3UD58"
"Q8BGQ7","Q3UD67;Q8BGQ7;Q6XMP4","Q3UD67"
"Q9Z0H3","Q3UDA4;Q6ZWP4;Q9Z0H3-2;Q9Z0H3;Q9ESU0;Q9ESU1;Q9JJD1","Q3UDA4"
"Q61165","Q80X31;Q3UDC9;Q61165;Q3U3A6;Q7TSV2","Q80X31"
"Q3UDE2","Q3UDE2","Q3UDE2"
"Q8R0X7","Q4FK38;Q3UDJ2;Q69ZN1;Q8R0X7;D6REF7","Q4FK38"
"Q3UDK1","Q3UDK1-2;Q3UDK1","Q3UDK1-2"
"Q9D0F6","Q5HZI8;Q3UDK3;Q9D0F6;Q8CFZ9","Q5HZI8"
"Q06335","Q60709;Q3UDL6;Q61482;Q7TT34;Q64348;Q06335-2;Q06335;Q3TPZ7","Q60709"
"Q9JM51","Q3UDM3;Q8BNP8;Q9JM51","Q3UDM3"
"Q8VEE0","Q3UDM8;Q8VEE0;B2KGF0","Q3UDM8"
"Q3UDP0","Q3UDP0;B2RQV3;S4R290;Q3UDP0-2","Q3UDP0"
"Q3UDR8","Q3UDR8;D3YXM6;Q497F8","Q3UDR8"
"Q9JJ00","Q4FK16;Q99M50;Q3UDV5;Q9JJ00","Q4FK16"
"Q3UDW8","Q3UDW8-2;Q3UDW8","Q3UDW8-2"
"Q9JI99","Q3UDY2;Q9JI99","Q3UDY2"
"Q3UE37","Q3UE37","Q3UE37"
"Q6P1B1","Q3UE92;Q3UKF5;Q6P1B1;S4R1I3;Q3TL27;Q8BKH1;Q8VDK8","Q3UE92"
"Q3UEB3","Q3UEB3-2;Q3UEB3-3;Q3UEB3","Q3UEB3-2"
"Q99K67","Q3UWN2;Q3UEQ9;Q99K67","Q3UWN2"
"Q9Z1R2","Q3UF95;Q9Z1R2","Q3UF95"
"Q3UFB2","Q3UFB2;A0A0G2JG05;Q3UFB2-2","Q3UFB2"
"Q9D8B6","Q3UFK7;Q9D8B6","Q3UFK7"
"Q3UFK8","Q3UFK8","Q3UFK8"
"P51912","Q9ESU7;Q3UFR4;Q5U647;P51912","Q9ESU7"
"Q3UFS0","Q3UFS0;Q3UFS0-2;Q3UFS0-3","Q3UFS0"
"Q91YW3","Q3UKA1;Q3UFV9;Q91YW3","Q3UKA1"
"Q3UFY7","Q3UFY7;Q3UFY7-4;Q3UFY7-2;A0A0R4J146","Q3UFY7"
"Q3UFY8","Q3UFY8","Q3UFY8"
"Q61771","Q3UHC4;Q3UFZ8;Q80U27;Q61771;Q8BNH4","Q3UHC4"
"Q9WTK5","Q3UV15;Q3ULT8;Q3UG25;Q9WTK5;Q4U105;Q3U5V4;Q4U108","Q3UV15"
"Q9JII5","Q3UGB5;Q9JII5-2;Q3U878;Q9JII5;D3Z4J1","Q3UGB5"
"Q99J56","Q3UGB8;Q99J56","Q3UGB8"
"Q8C079","Q3UGC1;Q8C079;Q8C079-3;Q8C079-4","Q3UGC1"
"Q3UGC7","Q3UGC7;Q2YDW1","Q3UGC7"
"Q91ZA3","Q3UGC8;Q91ZA3","Q3UGC8"
"Q3UGF1","Q3UGF1;Q3UGF1-2;Q3UGF1-3","Q3UGF1"
"Q9DCN1","Q3UGL8;Q9DCN1;Q9DCN1-2","Q3UGL8"
"Q6PEB6","Q3UGM5;Q6PEB6;E0CXA9;E0CYJ0","Q3UGM5"
"Q3UGP8","Q3UGP8;Q3UPY7","Q3UGP8"
"Q3UGP9","Q3UGP9","Q3UGP9"
"Q3UGR5","Q3UGR5","Q3UGR5"
"Q3UGS4","Q3UGS4","Q3UGS4"
"Q62074","Q3UGW9;Q5DTK3;Q62074;Q3UMD5;Q3TJJ5","Q3UGW9"
"Q8C033","Q3UGZ6;Q8C033;Q8C033-2;F7BQE4","Q3UGZ6"
"Q9JIL5","Q3UH13;Q9JIL5;F6UMF8","Q3UH13"
"Q61879","Q3UH59;Q61879;Q5SV64;Q80T68;Q4KMN4;Q6PB65","Q3UH59"
"Q3UH60","Q3UH60;D3Z5G8;Q3UH60-2","Q3UH60"
"Q3UH68","Q3UH68;D3Z589;D3YU22;Q3UH68-2;Q8CGB7;D3YU59;Q3UH68-3","Q3UH68"
"Q9ESU6","Q3UH70;Q9ESU6;B2RSE4;B0V2V8;Q9ESU6-2;Q63ZX2","Q3UH70"
"Q3UHA3","Q3UHA3","Q3UHA3"
"Q3UHB1","Q3UHB1;Q692V2","Q3UHB1"
"Q61037","Q3UHB2;Q61037-6;Q3UGI8;Q7TT21;Q3TCQ7;Q61037-3;Q61037-5;Q61037;Q3UG88;Q61037-7;Q61037-4;Q3UG84;Q3TBX9;Q61037-2","Q3UHB2"
"Q3UHD2","Q3UHD2","Q3UHD2"
"Q3UHD6","Q3UHD6;Q3UHD6-2;A0A0G2JF85","Q3UHD6"
"Q6WKZ8","Q3UPU3;Q3UHE0;Q6WKZ8-2;Q6WKZ8;Q6WKZ8-3","Q3UPU3"
"Q3UHH1","Q3UHH1-2;Q3UHH1;B7ZWK9;Q3UHH1-3","Q3UHH1-2"
"Q3UHI0","Q3UHI0;Q3UHI0-2","Q3UHI0"
"Q3UHJ0","Q3UHJ0;Q3UHJ0-2","Q3UHJ0"
"Q3UHN9","Q3UHN9;Q3UHN9-2","Q3UHN9"
"Q3UHQ6","Q3UHQ6;Q3UHQ6-2;Q6PGE1","Q3UHQ6"
"Q3UHX9","Q3UHX9;Q3UHX9-2;Q66L45","Q3UHX9"
"Q8CE21","Q8CE21;Q3UI16;Q3U6W2;Q3UBB6","Q8CE21"
"Q61545","Q5SUT0;Q3UI30;Q6NVA3;Q5SUS9;Q61545;Q9CRS5","Q5SUT0"
"Q3UI43","Q3UI43","Q3UI43"
"Q99J62","Q3UI84;Q99J62","Q3UI84"
"Q8R2T8","Q3UI98;Q8R2T8-2;Q8R2T8","Q3UI98"
"Q99LB2","Q3UIB5;Q99LB2","Q3UIB5"
"Q6PDG5","Q3UID0;Q6PDG5-2;Q6PDG5","Q3UID0"
"Q9JIF0","Q3UIG8;Q9JIF0-2;Q3TPF5;Q80WB1;Q80WV6;Q9JIF0;A0A171KXD3;A0A140LJ70;A0A140LHF7;Q9CX58;A0A140LJF4","Q3UIG8"
"Q9JHK4","Q3UIH7;Q9JHK4;Q9JHK4-2","Q3UIH7"
"Q3UII8","Q3UII8;Q3U3A7;E9Q794;A4FTZ3;Q6ZPV1;Q3UKM9;Q924K8-2;Q3TY62","Q3UII8"
"Q3UIL6","Q3UIL6-2;A0A0U1RPA0;Q3UIL6-6;Q3UIL6-4;Q3UIL6;Q3UIL6-5;Q3UIL6-3","Q3UIL6-2"
"Q61398","Q3UIP2;Q61398;Q3TX39;Q3UN82;D3YUE2;A0A0G2JE29;D3YZE3","Q3UIP2"
"Q3UIR3","Q3UIR3;I6L9G8;Q3UIR3-2","Q3UIR3"
"O35613","Q3UKR0;Q3UIV3;G3UX50;Q3U0Z3;A1A558;Q5XW53;A0A068BEP5;Q5XW54;Q5XW59;O35613","Q3UKR0"
"Q3UIX4","Q3UIX4;Q9CT17;Q6NSR2;Q8C0Z3;Q8CFF2;Q8CGI3","Q3UIX4"
"P24452","Q99LB4;Q3UJ44;Q3TNN6;D3YTL5;P24452","Q99LB4"
"Q91X20","Q3UKZ9;Q3UJ62;Q91X20;E9PU93;Q3UJY9;D3YYA0","Q3UKZ9"
"Q3UJ81","Q3UJ81;D3Z6J3;Q3UJ81-3;Q3UJ81-2","Q3UJ81"
"Q80XI4","Q3UJ95;Q80XI4;Q91XU2","Q3UJ95"
"Q6P5B0","Q3UJA1;Q6P5B0","Q3UJA1"
"Q9Z321","Q3UJF5;Q9Z321;F6SDD7","Q3UJF5"
"Q9JIY5","Q3UJR3;Q9JIY5;D3YX27;Q3TXN0;Q80V84;D3YX28;F6TCV0;S4R1B3","Q3UJR3"
"Q3UJR8","Q3UJR8;Q64152-2","Q3UJR8"
"Q3UJU9","Q3UJU9","Q3UJU9"
"Q9CPX8","Q3UJV6;Q9CPX8","Q3UJV6"
"Q9CWL8","Q3UJX2;Q9CWL8;Q3UKS4","Q3UJX2"
"Q8R2N2","Q3UJY3;Q8R2N2","Q3UJY3"
"Q8CBE3","Q3UK24;Q8CBE3","Q3UK24"
"Q3UK38","Q3UK38","Q3UK38"
"Q3UKC1","Q3UKC1","Q3UKC1"
"Q80SZ7","Q3UKC8;Q80SZ7","Q3UKC8"
"Q8BHY2","Q3UKH4;Q8BHY2;Q3T9T2","Q3UKH4"
"Q3UKJ7","Q3UKJ7;Q3UKJ7-2","Q3UKJ7"
"Q9DCD2","Q3UKP5;Q9DCD2","Q3UKP5"
"Q80YE7","Q3UKP8;Q80YE7-2;Q80YE7","Q3UKP8"
"Q6P3B9","Q3UKZ0;Q6P3B9","Q3UKZ0"
"Q9CZ69","Q3UL30;Q9CZ69;Q3TX31","Q3UL30"
"Q6NZF1","Q3UL31;Q6NZF1;Q3TIV2;Q3UZ63","Q3UL31"
"Q9QYI3","Q3UL32;Q9QYI3;F7BTP8","Q3UL32"
"Q3UL36","Q3UL36;A0A140LIS5;Q3UL36-2","Q3UL36"
"P47226","Q3ULB1;Q921W7;P47226-2;P47226","Q3ULB1"
"Q80W00","Q3ULI5;Q80W00-2;Q80W00","Q3ULI5"
"Q99L45","Q3ULL5;Q99L45","Q3ULL5"
"Q3ULL6","Q3ULL6;Q80UI8;Q9CS15","Q3ULL6"
"Q9DCP9","Q3ULN7;Q9DCP9","Q3ULN7"
"Q9D5R2","Q3ULP2;Q3UWE6;Q8R0J5;Q9D5R2","Q3ULP2"
"Q8CG48","Q3ULS2;Q8CG48","Q3ULS2"
"Q3ULW8","Q3ULW8;E9PX17","Q3ULW8"
"Q99K85","Q543K5;Q3ULZ3;Q99K85;Q3U6K9;Q8BTJ1","Q543K5"
"Q3UM18","Q3UM18-2;Q3UM18","Q3UM18-2"
"Q99K48","Q4FK11;Q3UM20;Q99K48;Q3TTV7;Q3TFC2;Q3TF40;Q3TMM5","Q4FK11"
"O88895","Q3UM33;O88895;Q9JM08;Q9JLX5","Q3UM33"
"Q9Z2P8","Q3UM44;Q791P0;Q5M9K2;Q9Z2P8;A0A0U1RP87","Q3UM44"
"Q3UM45","Q3UM45","Q3UM45"
"Q60738","Q3UM63;Q60738","Q3UM63"
