"UNIPROTKB","LENGTH"
"P62878","108"
"P62880","340"
"P62889","115"
"P62892"," 51"
"P62900","125"
"P62908","243"
"P62911","135"
"P62915","316"
"P62918","257"
"P62962","140"
"P62965","137"
"P62983","156"
"P62996","288"
"P63005","410"
"P63011","220"
"P63017","646"
"P63024","103"
"P63028","172"
"P63037","397"
"P63038","573"
"P63073","217"
"P63085","358"
"P63087","323"
"P63089","168"
"P63094","394"
"P63101","245"
"P63154","690"
"P63158","215"
"P63168"," 89"
"P63213"," 71"
"P63242","154"
"P63248"," 76"
"Q9Z199","117"
"P63276","135"
"P63280","158"
"P63321","206"
"P63325","165"
"P63328","521"
"P63330","309"
"P67778","272"
"P67984","128"
"P68037","154"
"P68040","317"
"P68181","351"
"P68373","449"
"P68510","246"
"P70121","873"
"P70122","250"
"P70124","375"
"P70168","876"
"P70180","536"
"P70182","546"
"P70188","793"
"P70191","558"
"P70195","277"
"P70202","222"
"P70206","1894"
"P70210"," 439"
"P70227","2670"
"P70232-2",NA
"P70255"," 439"
"P70265"," 519"
"P70268"," 946"
"P70271"," 330"
"P70275"," 775"
"P70279"," 355"
"P70280"," 220"
"P70290"," 466"
"P70295"," 410"
"P70296"," 187"
"P70297"," 548"
"P70303"," 586"
"P70318"," 392"
"P70333"," 449"
"P70335","1354"
"P70340"," 465"
"P70349"," 126"
"P70353"," 335"
"P70362"," 307"
"P70372"," 326"
"P70388","1312"
"P70398","2559"
"P70404"," 393"
"P70424","1256"
"P70428"," 718"
"P70429"," 414"
"P70441"," 355"
"P70444"," 195"
"P70445"," 120"
"P70451"," 823"
"P70452"," 298"
"P70460"," 375"
"P70662"," 411"
"P70665"," 541"
"P70670","2187"
"P70671"," 419"
"P70677"," 277"
"P70697"," 367"
"P70698"," 591"
"P70699"," 953"
"P70700","1135"
"P80313"," 544"
"P80314"," 535"
"P80315"," 539"
"P80316"," 541"
"P80317"," 531"
"P80318"," 545"
"P81069"," 414"
"P81117"," 420"
"P81122","1321"
"P81269"," 269"
"P82343"," 430"
"P83741","2377"
"P83870"," 110"
"P83877"," 142"
"P83882"," 106"
"P83887"," 451"
"P83917"," 185"
"P84084"," 180"
"P84086"," 134"
"P84089"," 104"
"P84096"," 191"
"P84102","  59"
"Q3U781"," 124"
"P85094"," 206"
"P97287"," 331"
"P97298"," 417"
"P97300"," 397"
"P97302"," 739"
"P97304"," 133"
"P97310"," 904"
"P97311"," 821"
"P97313","4128"
"P97314"," 193"
"P97315"," 193"
"P97333"," 923"
"P97346"," 435"
"P97348"," 210"
"P97351"," 264"
"P97355"," 366"
"P97360"," 485"
"P97363"," 560"
"P97370"," 278"
"P97372"," 239"
"P97376"," 258"
"P97377"," 346"
"Q542W3"," 449"
"P97384"," 503"
"P97390"," 570"
"P97429"," 319"
"P97449"," 966"
"P97450"," 108"
"P97452"," 732"
"P97454"," 465"
"P97465"," 482"
"P97470"," 307"
"P97479","2215"
"P97494"," 637"
"P97496","1104"
"P97499","2629"
"P97501"," 534"
"P97742"," 773"
"P97760"," 275"
"P97765"," 261"
"P97770"," 505"
"P97792"," 365"
"P97801"," 288"
"P97807"," 507"
"P97813"," 933"
"P97819"," 807"
"P97821"," 462"
"P97822"," 260"
"P97823"," 230"
"P97825"," 154"
"P97855"," 465"
"P97857"," 968"
"P97864"," 303"
"P97865"," 318"
"P97868","1790"
"P97927","1816"
"P97930"," 212"
"P97946"," 358"
"P98063"," 991"
"P98083"," 579"
"P98156"," 873"
"P98192"," 678"
"P98203"," 962"
"P99024"," 444"
"P99026"," 264"
"P99027"," 115"
"P99028","  89"
"P99029"," 210"
"Q00420"," 383"
"Q00422"," 454"
"Q00493"," 476"
"Q00519","1335"
"Q00612"," 515"
"Q00780"," 744"
"Q00899"," 414"
"Q00915"," 135"
"Q00993"," 888"
"Q00PI9"," 745"
"Q01063"," 747"
"Q01147"," 341"
"Q01149","1372"
"Q01279","1210"
"Q01320","1528"
"Q01853"," 806"
"Q02248"," 781"
"Q02257"," 745"
"Q02614"," 308"
"Q02780"," 532"
"Q02788","1034"
"Q02819"," 459"
"Q03137"," 986"
"Q03141"," 753"
"Q03145"," 977"
"Q03146"," 911"
"Q03147"," 346"
"Q03265"," 553"
"Q03350","1172"
"Q03958"," 127"
"Q03963"," 515"
"Q04207"," 549"
"Q04447"," 381"
"Q04519"," 627"
"Q04573"," 382"
"Q04690","2841"
"Q04692","1021"
"Q04735"," 496"
"Q04736"," 541"
"Q04750"," 767"
"Q04857","1025"
"Q05186"," 325"
"Q05769"," 604"
"Q05816"," 135"
"Q05860-5",NA
"Q9DAW6"," 521"
"Q8K3K7"," 278"
"Q9DBR0"," 687"
"Q61647"," 583"
"Q05A62"," 190"
"Q8C5P5"," 467"
"Q05BC3"," 814"
"Q9QXL8"," 395"
"Q9JJJ7"," 461"
"Q8BTY1"," 424"
"Q05CL8"," 570"
"Q05D44","1216"
"Q9EPJ9"," 414"
"Q05DT0"," 671"
"Q06138"," 341"
"Q06180"," 406"
"Q06185","  71"
"Q06890"," 448"
"Q61263"," 540"
"Q07076"," 463"
"Q07079"," 271"
"Q07231"," 555"
"Q07417"," 412"
"Q07797"," 577"
"Q08024"," 187"
"Q08024-2",NA
"Q08093"," 305"
"Q08122-4",NA
"Q08288"," 388"
"Q08509"," 821"
"Q08639"," 410"
"Q08761"," 675"
"Q08943"," 708"
"Q8CBR6"," 354"
"Q09143"," 622"
"Q09200"," 533"
"Q0GUM3"," 417"
"Q0HA38","1315"
"Q0KL01"," 331"
"Q0KL02","3102"
"Q8C0L0"," 335"
"Q9D9I4"," 402"
"Q8CG50"," 210"
"Q64008"," 259"
"Q9CZE3"," 223"
"Q923S9"," 203"
"Q9DD03"," 202"
"Q9CZT8"," 219"
"Q9D1G1"," 201"
"Q0PHV7"," 610"
"Q9CQA3"," 282"
"Q0VAV5","1268"
"Q8BH50"," 245"
"Q9CR95"," 275"
"Q8K4B2"," 609"
"Q9D7S7"," 122"
"Q64261"," 326"
"Q0VBL3"," 962"
"Q9D024"," 483"
"Q0VDN7"," 615"
"Q61503"," 576"
"Q9R1Q7"," 152"
"Q8CCN5"," 928"
"Q80TN5"," 632"
"Q9JMD3"," 291"
"Q8BVI5"," 326"
"Q8K389","1822"
"Q9CQC9"," 198"
"Q99PM3"," 378"
"Q0WXH3"," 249"
"Q8R242"," 366"
"Q11011"," 920"
"Q11204"," 350"
"Q9D404"," 459"
"Q80UK8","1198"
"Q8BW10"," 403"
"Q148V8","1209"
"Q8BUV8"," 551"
"Q8BH55"," 747"
"Q149F3"," 632"
"Q149L6"," 379"
"Q9D7B1"," 493"
"Q9DCK4"," 299"
"Q9CQT2"," 265"
"Q14AI6"," 344"
"Q9D8T7"," 112"
"Q8BI06","1361"
"Q8BGC4"," 377"
"Q14B01"," 337"
"Q14BA6"," 303"
"Q5NCF2"," 145"
"Q91Y03"," 802"
"Q9D061"," 282"
"Q9D883"," 239"
"Q9EP72"," 241"
"Q14C51"," 685"
"Q14CH7"," 980"
"Q8VDC0"," 902"
"Q8VHJ5"," 795"
"Q8CE33"," 709"
"Q8BRK9","1152"
"Q1A602"," 911"
"Q5SVQ0"," 613"
"Q1HFZ0"," 757"
"Q9CW03","1217"
"Q9D0P5"," 417"
"Q9JLR9","  95"
"Q9CYN9"," 350"
"Q9JHI0"," 527"
"Q9D5V5"," 780"
"Q2NL51"," 490"
"Q2PZL6","4981"
"Q2TBE6"," 479"
"Q9CQV6"," 125"
"Q2TPA8"," 490"
"Q2UY11","1141"
"Q6PER3"," 281"
"Q2VPQ9"," 191"
"Q9CQE5"," 181"
"Q32MD9","1250"
"Q32NY4"," 713"
"Q5UAK0"," 511"
"Q3B7Z2"," 805"
"Q3SXD3"," 199"
"P17225"," 527"
"Q3TN93"," 554"
"Q62293"," 415"
"Q8VDW0"," 427"
"Q9EQU5"," 289"
"Q9QX11"," 398"
"Q91Z53"," 328"
"Q91WF7"," 907"
"Q8R0A7"," 407"
"Q3TA68"," 883"
"Q3TA75"," 655"
"Q8R550"," 709"
"Q8K358"," 434"
"Q9D906"," 698"
"Q9JHW4"," 583"
"Q9ERN0"," 329"
"Q3TAP4"," 876"
"Q91UZ5"," 290"
"Q9QYI5"," 324"
"Q9JLV2"," 797"
"Q3TB82"," 279"
"Q8K482","1074"
"Q8R2X8"," 403"
"Q3TBT3"," 378"
"Q3TBW2"," 262"
"Q9D1J1"," 266"
"Q3TC33"," 260"
"Q3TC46"," 770"
"Q9JI08"," 253"
"Q8BGA9"," 433"
"Q8VEJ4"," 485"
"Q3TC93"," 395"
"Q9WV32"," 372"
"Q3TCH7"," 759"
"Q9R049"," 643"
"Q91WG8"," 722"
"Q3TCJ1"," 415"
"Q6DFX2"," 487"
"Q3TCN2"," 594"
"Q91X51"," 446"
"Q5I1X5"," 824"
"Q9R233"," 465"
"Q99LJ1"," 452"
"Q99J45"," 535"
"Q3TCX3"," 612"
"Q9JIM1"," 460"
"Q3TD51"," 597"
"Q8CIG9"," 374"
"Q8K021"," 338"
"Q9WVE8"," 486"
"Q8K211"," 196"
"Q3TDD9"," 780"
"Q9ER00"," 274"
"Q99K95"," 307"
"Q3TDN0","1521"
"Q3TDN2"," 445"
"Q9D1E8"," 365"
"Q6GV12"," 332"
"Q8VEJ9"," 437"
"Q61508"," 559"
"Q62193"," 270"
"Q920Q6"," 346"
"Q80ZM7"," 109"
"Q8BP92"," 320"
"Q3TEA8"," 554"
"Q9EPT5"," 643"
"Q3TEK9"," 261"
"Q9Z0M5"," 397"
"Q9Z2F7"," 218"
"Q80U63"," 757"
"Q99ME2","1125"
"Q922B2"," 501"
"Q9JHJ0"," 352"
"Q9CZN7"," 504"
"Q3TFD2"," 534"
"Q3TFD9"," 466"
"Q63850"," 526"
"Q9CYR6"," 542"
"Q3TFQ1"," 196"
"Q99KF1"," 235"
"Q9WUA2"," 589"
"Q9CQ26"," 424"
"Q69ZS7"," 682"
"O70493"," 165"
"Q9JKV5"," 230"
"Q8CGF7","1100"
"Q3TH73"," 532"
"Q99LB0"," 328"
"Q8BL97"," 267"
"Q3THE2"," 172"
"Q9JLJ2"," 494"
"Q8CG64"," 494"
"Q3THJ3"," 170"
"Q3THK3"," 508"
"Q80X73"," 385"
"Q91YP3"," 318"
"Q3THS6"," 395"
"Q9JJT0"," 373"
"Q8VEM8"," 357"
"Q91WK2"," 352"
"Q3THX0"," 244"
"Q9R1Q9"," 463"
"Q3U821"," 830"
"Q8BGR2"," 859"
"Q8R349"," 620"
"Q9CWR2"," 428"
"Q62384"," 459"
"Q8C5L3"," 540"
"Q9D7H3"," 366"
"Q3TIR1"," 417"
"Q3TIR3"," 530"
"Q3TIU4"," 608"
"Q3TIV5"," 426"
"Q99MN1"," 595"
"Q9DB50"," 160"
"Q3TIX9"," 564"
"Q9DBR4"," 760"
"Q91XA2"," 393"
"Q99LU0"," 199"
"Q00262"," 289"
"Q9D6V8"," 124"
"Q3TJ91","1027"
"Q6IRU5"," 229"
"Q61205"," 232"
"Q3TJD7"," 457"
"Q9R0Q7"," 160"
"Q8K207"," 121"
"Q922R8"," 440"
"Q9D8U8"," 404"
"Q543Y2"," 325"
"Q91ZN5"," 431"
"Q9DBU3"," 519"
"Q3TJZ6"," 515"
"Q9CQN1"," 706"
"Q9Z1K6"," 492"
"Q3TKC5"," 477"
"Q8R323"," 356"
"Q9CYA6"," 709"
"Q9CPW4"," 151"
"Q8JZY2"," 202"
"Q8VBV3"," 293"
"Q8VDM4"," 908"
"Q8K301"," 598"
"Q3TKY6"," 469"
"Q6XLQ8"," 315"
"Q3TL44"," 975"
"Q80X41"," 440"
"Q3TL58"," 163"
"Q8BK64"," 338"
"Q8CIB5"," 680"
"Q99LM2"," 503"
"Q3TLP5"," 296"
"Q8CH72"," 655"
"Q00558"," 380"
"Q8CCB4"," 832"
"Q8BPG6"," 308"
"Q8CEC0"," 753"
"Q6PGH2"," 190"
"P11103","1013"
"Q9EQP2"," 541"
"Q91W96"," 807"
"Q3TMH2"," 418"
"Q9Z0N1"," 472"
"Q3TMP1"," 882"
"Q3TMV7"," 498"
"Q9QZ73"," 259"
"Q9CXI5"," 179"
"Q922Q4"," 320"
"Q6TYB5"," 348"
"Q3TN34","1009"
"Q3TNH5"," 417"
"Q99LJ6"," 186"
"Q9R087"," 555"
"Q64133"," 526"
"Q3TPE9"," 440"
"Q3TPX4"," 708"
"Q99KJ8"," 402"
"Q80U78","1189"
"Q3TQB2"," 487"
"Q9WUZ9"," 427"
"Q99LB7"," 919"
"Q3TQI7"," 289"
"Q62167"," 662"
"Q3TQY2"," 460"
"P35441","1170"
"Q9WV68"," 292"
"Q3TRG2"," 454"
"Q9EQH3"," 796"
"Q62419"," 368"
"Q9R1P4"," 263"
"Q8BVY0"," 452"
"Q9D0L1"," 228"
"Q3TSG4"," 395"
"Q8K2C8"," 456"
"Q91XD6"," 386"
"Q8VEB1"," 590"
"Q9CZW5"," 611"
"Q8CFD4"," 459"
"Q9WU56"," 423"
"Q6P1F6"," 447"
"Q9ERA6"," 838"
"Q8K310"," 846"
"O54940"," 326"
"Q9QYJ3"," 340"
"Q61696"," 641"
"Q5RJG1"," 687"
"Q3TUE1"," 642"
"Q3TUF7","1407"
"Q8K2F0"," 726"
"Q5EG47"," 559"
"Q9Z2U1"," 241"
"Q9ER39"," 333"
"Q3TV70"," 140"
"Q9CY50"," 286"
"Q9D708"," 124"
"Q8K3G9"," 662"
"Q3TVI8"," 727"
"Q62186"," 172"
"Q9Z2W0"," 473"
"Q9CQF9"," 505"
"Q6P5E6"," 603"
"Q8R1X6"," 671"
"Q8VEE1"," 365"
"Q922L6"," 591"
"Q8CDP6","1244"
"Q78PY7"," 910"
"Q3TW96"," 507"
"Q8R1Q8"," 523"
"Q99JY9"," 418"
"Q3TWL2"," 284"
"Q8BJ48"," 517"
"Q3TWN3"," 875"
"Q9Z110"," 795"
"Q91VH6"," 297"
"P84091"," 435"
"Q3TWW8"," 339"
"Q9Z160"," 980"
"Q9QZI9"," 472"
"Q9JIS8","1085"
"Q80VQ0"," 468"
"Q62172"," 648"
"Q62465"," 406"
"Q62073"," 579"
"Q921V5"," 442"
"Q3TXS7"," 953"
"Q3TXT3"," 104"
"Q9WTM5"," 463"
"Q3TXU5"," 369"
"Q70KX6"," 708"
"Q921E2"," 194"
"Q62141","1098"
"Q3TXX3"," 415"
"Q91YD9"," 501"
"Q60823"," 481"
"Q3TYS2"," 187"
"Q9D662"," 767"
"Q8K1S3"," 945"
"Q3TYX2"," 239"
"Q3TYX3"," 416"
"Q920N2"," 722"
"Q9DCJ7"," 200"
"Q3TZ32"," 968"
"Q8R3D1"," 400"
"Q91W69"," 636"
"Q8C0C0"," 836"
"Q8R0S1"," 413"
"Q91VH2"," 595"
"Q3TZZ7"," 845"
"Q9JL62"," 209"
"Q80UM7"," 834"
"Q3U046"," 244"
"Q8BXQ2"," 582"
"Q9QXK7"," 684"
"Q3U0B3"," 260"
"Q9DB42"," 134"
"Q91VK4"," 269"
"Q3U0J8"," 965"
"Q3U0K8"," 545"
"Q3U0M1","1148"
"Q80Y81"," 831"
"Q8CHZ3"," 278"
"Q8BZ20"," 711"
"Q7TSG2"," 960"
"Q6PHN9"," 201"
"Q3U0U5"," 474"
"Q3U0V1"," 748"
"Q80UP5"," 588"
"Q9Z0P7"," 484"
"Q9CYH2"," 218"
"Q3U186"," 578"
"Q8K2W3"," 948"
"Q3UC82","1011"
"Q8R3S6"," 894"
"Q3U1J4","1140"
"Q9Z104"," 317"
"Q8CIF6"," 832"
"Q3U1N2","1130"
"Q60631"," 217"
"Q91W50"," 798"
"Q3U1T3"," 323"
"Q3U1T9"," 766"
"Q99MK8"," 689"
"Q3U1V6"," 471"
"Q8BU04"," 425"
"Q80ZJ6"," 779"
"Q3U2A8","1060"
"Q61316"," 841"
"Q9QZ08"," 343"
"Q3U2K0"," 892"
"Q922H1"," 532"
"Q80WC7"," 479"
"Q3U2P1","1090"
"Q7TPV4","1344"
"Q9JL15"," 316"
"Q8VH51"," 530"
"Q3U319","1001"
"Q80XQ2"," 815"
"Q9R210"," 475"
"Q99KH8"," 431"
"Q91VY9"," 476"
"Q9QZF2"," 557"
"Q9Z0J0"," 149"
"Q64012"," 312"
"Q9ER63"," 176"
"Q91YL2"," 313"
"Q68FH4"," 458"
"P50136"," 442"
"Q5SSI6"," 552"
"Q3U3R4"," 574"
"Q60649"," 677"
"Q80V53"," 376"
"Q8C8U0"," 969"
"Q3U4K3"," 463"
"Q8K3Z9","1200"
"Q8BZQ7"," 837"
"Q8BMC4"," 636"
"Q62095"," 658"
"Q3U487"," 861"
"Q9WUR9"," 223"
"Q91WG5"," 566"
"Q3U4G3"," 392"
"Q61166"," 268"
"Q8VC42"," 657"
"Q9EQN3"," 387"
"Q9Z2V5","1149"
"Q3U4S0"," 443"
"Q61881"," 719"
"P56399"," 858"
"P37913"," 916"
"Q8VDJ3","1268"
"Q9DBG6"," 631"
"Q8K023"," 323"
"Q61827"," 156"
"Q8BYH7"," 645"
"P30561"," 848"
"Q3U5F4"," 280"
"Q9JJA2"," 640"
"Q9D1C9"," 280"
"Q9R078"," 270"
"Q3U5Q7"," 447"
"O55023"," 277"
"Q9Z1M2"," 395"
"Q9WV54"," 394"
"Q60967"," 624"
"Q8BU11"," 619"
"Q9CYC6"," 422"
"Q8CIE4"," 960"
"Q8VE37"," 421"
"Q9D4F8"," 667"
"Q923D2"," 206"
"Q9QUH0"," 107"
"Q923D5"," 641"
"Q9Z2W1"," 426"
"Q91XC8"," 102"
"Q501J6"," 650"
"Q62191"," 470"
"Q8VD66"," 342"
"Q3U7R1","1092"
"Q9ESV0"," 857"
"Q3U7U3"," 523"
"Q9DBJ1"," 254"
"Q3U829"," 807"
"Q61035"," 509"
"Q8VEE4"," 623"
"Q8CDN6"," 289"
"Q9DCR2"," 193"
"Q8BG81"," 420"
"Q8VHM5"," 632"
"Q9DCH4"," 361"
"Q9DCA2"," 191"
"Q3U8Y7"," 423"
"Q9D0F3"," 517"
"Q3U962","1497"
"Q9CY73"," 333"
"Q3U9G9"," 626"
"Q3U9H3"," 162"
"Q61335"," 245"
"Q3UA06"," 432"
"Q6PB93"," 570"
"Q9DCD0"," 483"
"Q3UJB0"," 878"
"Q9WUQ2"," 417"
"P47753"," 286"
"Q91V04"," 374"
"Q3UBP6"," 375"
"Q9Z0V7"," 172"
"Q61646"," 347"
"Q9DC28"," 415"
"Q62446"," 224"
"Q3UBX0"," 243"
"Q925N2"," 322"
"Q8JZR0"," 683"
"Q6P8I4"," 178"
"Q9Z2I9"," 463"
"Q6A068"," 802"
"P29391"," 183"
"Q3UCQ1"," 651"
"Q3UCV8"," 352"
"Q61187"," 391"
"Q3UD01","  97"
"Q6NSR8"," 524"
"Q91VR2"," 298"
"Q9CR86"," 148"
"Q6PAM1"," 554"
"Q8BGQ7"," 968"
"Q9Z0H3"," 385"
"Q61165"," 820"
"Q3UDE2"," 639"
"Q8R0X7"," 568"
"Q3UDK1"," 580"
"Q9D0F6"," 339"
"Q06335"," 707"
"Q9JM51"," 153"
"Q8VEE0"," 228"
"Q3UDP0"," 460"
"Q3UDR8"," 347"
"Q9JJ00"," 328"
"Q3UDW8"," 656"
"Q9JI99"," 430"
"Q3UE37"," 356"
"Q6P1B1"," 623"
"Q3UEB3"," 564"
"Q3UED7"," 406"
"Q9Z1R2","1154"
"Q9QZC7"," 221"
"Q3UFK8"," 466"
"P51912"," 553"
"Q3UFS0"," 744"
"Q91YW3"," 504"
"Q3UFY0"," 244"
"Q3UFY7"," 300"
"Q3UFY8"," 414"
"Q61771"," 747"
"Q9WTK5"," 899"
"Q8R5F3"," 152"
"Q9JHZ2"," 492"
"Q9JII5"," 406"
"Q99J56"," 251"
"Q8C079"," 837"
"Q3UGC7"," 261"
"Q91ZA3"," 724"
"Q3UGF1","1341"
"Q9DCN1"," 462"
"Q6PEB6"," 225"
"Q3UGP8"," 474"
"Q3UGP9"," 366"
"Q3UGR5"," 259"
"Q3UGS4","  97"
"Q62074"," 595"
"Q8C033","1345"
"Q61879","1976"
"Q3UH60","1574"
"Q9ESU6","1400"
"Q3UHA3","2430"
"Q3UHB1"," 546"
"Q61037","1814"
"Q3UHD2"," 390"
"Q3UHD6"," 539"
"Q6WKZ8","1755"
"Q3UHH1","1832"
"Q3UHJ0"," 959"
"Q60803"," 567"
"Q3UHN9"," 882"
"Q3UHQ6","2295"
"Q3UHX9"," 385"
"Q9JJR8"," 199"
"Q8CE21",NA
"Q61545"," 655"
"Q3UI43"," 333"
"Q99J62"," 364"
"Q8R2T8"," 520"
"Q99LB2"," 279"
"Q6PDG5","1213"
"Q9QXY9"," 372"
"Q9JIF0"," 371"
"Q9JHK4"," 567"
"Q3UII8"," 586"
"Q3UIL6","1118"
"Q61398"," 468"
"Q3UIR3"," 748"
"O35613"," 739"
"Q3UIX4"," 476"
"P24452"," 352"
"Q91X20"," 623"
"Q80XI4"," 416"
"Q6P5B0","1295"
"Q9Z321"," 862"
"Q99LH1"," 728"
"Q9JIY5"," 458"
"Q3UJR8"," 162"
"Q3UJU9"," 470"
"Q9CPX8","  56"
"Q9CWL8"," 563"
"Q8R2N2"," 686"
"Q8CBE3"," 496"
"Q3UK38"," 313"
"Q9QXT1"," 280"
"Q3UKC1"," 814"
"Q80SZ7","  68"
"Q8BHY2"," 516"
"Q3UKJ7"," 513"
"Q9DCD2"," 855"
"Q6P3B9"," 350"
"Q9CZ69"," 183"
"Q6NZF1"," 792"
"Q9QYI3"," 494"
"Q3UL36"," 271"
"P47226"," 423"
"Q80W00"," 888"
"Q3ULJ3"," 422"
"Q99L45"," 331"
"Q3ULL6"," 472"
"Q9D5R2"," 567"
"Q8CG48","1191"
"Q3ULW8"," 533"
"Q99K85"," 370"
"Q3UM18"," 644"
"Q99K48"," 473"
"Q8BMG8"," 316"
"O88895"," 424"
"Q9Z2P8"," 102"
"Q3UM45"," 361"
"Q60738"," 503"
"Q8BGQ1"," 491"
"Q5BU09"," 281"
"Q3UMB5"," 935"
"Q3UMB9","1173"
"Q8R0A0"," 249"
"Q922F4"," 447"
"Q91WV0"," 176"
"Q3UMR5"," 350"
"Q3UMT1"," 782"
"Q3UMU9"," 669"
"Q3UN04"," 517"
"P58158"," 335"
"Q8BH26"," 163"
"Q99KX1"," 247"
"Q99J23"," 532"
"Q3UP01"," 754"
"Q3UPH1"," 443"
"Q3UPH7","1517"
"Q3UPL0","1230"
"Q8C0Q2"," 951"
"Q3UQ28","1475"
"Q3UQ84"," 723"
"Q9Z127"," 512"
"Q8BMS4"," 370"
"Q3UQN2"," 809"
"Q91VU7"," 660"
"Q3UR70"," 860"
"Q3UR85","1138"
"Q80U58","1066"
"Q3UR97"," 363"
"Q3URD3"," 845"
"Q3URE1"," 583"
"Q8R5L3"," 886"
"Q3URQ0"," 928"
"Q3URQ4"," 399"
"Q3URR4"," 493"
"Q3URS9"," 406"
"Q61216"," 706"
"Q6P6L6","1058"
"Q9R1J0"," 362"
"Q3USB7","1096"
"Q3USH5"," 945"
"Q91Y02"," 792"
"Q3USZ8"," 430"
"Q9QUR7"," 165"
"Q922W5"," 309"
"Q3UU43"," 768"
"Q3UUG6"," 561"
"Q91YI0"," 464"
"Q3UUJ4"," 431"
"Q3UUQ7"," 922"
"Q9R1T4"," 434"
"Q3UV16"," 535"
"Q3UV17"," 594"
"Q9EQJ0"," 817"
"Q80T85"," 946"
"Q3UVK0"," 898"
"Q3UVL4"," 782"
"Q61084"," 626"
"Q9QXX0","1218"
"Q9CZ44"," 370"
"Q8BP67"," 157"
"Q3UW53"," 926"
"Q8VCC2"," 565"
"Q99J99"," 297"
"Q9D2Z4"," 221"
"Q8JZK9"," 520"
"Q3UX10"," 446"
"Q8BSK8"," 525"
"Q99MZ7"," 303"
"Q9CXY6"," 390"
"Q3UXJ3"," 244"
"O35609"," 349"
"Q91YS8"," 374"
"Q99JF5"," 401"
"Q640M1"," 767"
"Q9Z2Y8"," 274"
"Q8BNV1"," 574"
"Q8BL48"," 810"
"Q3UYV9"," 790"
"Q3UZ01"," 514"
"Q7TNC4"," 392"
"Q3UZ28"," 158"
"Q3UZ39"," 729"
"Q61578"," 494"
"Q8R332"," 587"
"Q99LC8"," 305"
"Q9D7V9"," 362"
"Q80TQ2"," 952"
"Q3V0J1"," 427"
"Q3V0N4","1223"
"Q924N4","1150"
"Q9WTN0"," 300"
"Q61656"," 614"
"Q924M7"," 423"
"Q3V117","1101"
"Q61183"," 739"
"Q8BGQ6"," 484"
"Q3V1G4"," 746"
"Q80UW8"," 210"
"Q60809"," 285"
"Q9Z2R6"," 240"
"Q80XD1"," 332"
"Q6PD26"," 555"
"Q3V384"," 480"
"Q3V3N7"," 593"
"Q3V3R1"," 977"
"Q3V3R4","1179"
"Q6PD28"," 497"
"Q3Y5K4"," 199"
"Q45VK7","4306"
"Q9D9K3"," 342"
"Q497H0"," 227"
"Q8BXC6"," 199"
"Q8C0E3"," 641"
"Q8BWR8"," 686"
"Q80ZU0"," 179"
"Q9WUM4"," 474"
"Q9CQ62"," 335"
"Q8C3Q9"," 454"
"Q8K0T0"," 780"
"Q64378"," 456"
"Q920E5"," 353"
"Q60854"," 378"
"Q8R2U6"," 179"
"Q922H2"," 415"
"Q64339"," 161"
"Q9DCT8"," 208"
"Q9DCK3"," 238"
"Q62313"," 353"
"Q64345"," 403"
"Q9DC16"," 290"
"Q9CQ20"," 182"
"Q9R0P5"," 165"
"Q9D819"," 289"
"Q8R180"," 464"
"Q9D3D9"," 168"
"Q4FZC9"," 975"
"Q9D8N0"," 437"
"Q4G0F8","1135"
"Q4G5Y1"," 406"
"Q8C0L6"," 504"
"Q6RHR9","1471"
"Q64433"," 102"
"Q9WUK4"," 349"
"Q4LDD4","1452"
"Q4PJX1"," 447"
"Q8BM88"," 312"
"Q9CZG3"," 183"
"Q4U2R1","4836"
"Q91ZR1"," 213"
"Q9JJA4"," 423"
"Q9CQE8"," 244"
"Q9CQR4"," 140"
"Q4VA53","1446"
"Q4VA55"," 681"
"P20444"," 672"
"Q4VAA2"," 281"
"Q4VAA7"," 574"
"Q8BP48"," 386"
"Q8VCE2"," 372"
"Q4VAC9","1341"
"Q4VAE3"," 234"
"Q9QUI0"," 193"
"Q9CQC7"," 129"
"Q9D358"," 158"
"Q4VBD2"," 564"
"Q4VBE8"," 431"
"Q9CWX9"," 455"
"Q9D2M8"," 145"
"Q4VC33"," 396"
"Q501J7"," 694"
"Q8BMQ2"," 817"
"Q501P1"," 440"
"Q9CPR4"," 184"
"Q505D1","1053"
"Q505D7"," 179"
"Q9Z2N8"," 429"
"Q99KR8"," 461"
"Q91V41"," 215"
"Q9CQP3"," 110"
"Q52KE7"," 532"
"Q9JJI8","  70"
"Q9CXL1"," 157"
"Q99JI6"," 184"
"Q91W67"," 380"
"Q9D1X0"," 220"
"Q9JII6"," 325"
"Q921J2"," 184"
"Q8BHB0"," 953"
"Q9CWW7"," 660"
"Q61239"," 377"
"Q61334"," 240"
"Q921I9"," 245"
"Q8R003"," 342"
"Q62351"," 763"
"Q9Z1Q5"," 241"
"Q9Z2U0"," 248"
"Q61235"," 520"
"Q8VE97"," 489"
"Q64669"," 274"
"Q64314"," 382"
"Q9QUR6"," 710"
"Q62312"," 592"
"Q62000"," 298"
"Q64674"," 302"
"Q9WU84"," 274"
"Q61792"," 263"
"Q9QYB1"," 253"
"Q99JB8"," 424"
"Q9WUL7"," 182"
"Q9JK53"," 378"
"Q9Z265"," 546"
"Q9WUH1"," 350"
"Q61542"," 446"
"Q8VC85"," 133"
"Q9CQI6"," 142"
"Q62165"," 893"
"Q9Z1D1"," 320"
"Q9QYF9"," 375"
"Q921F2"," 414"
"Q9ES56"," 219"
