wt_1_t24	wt_2_t24	wt_3_t24	wt_4_t24	wt_1_t36	wt_2_t36	wt_3_t36	wt_4_t36	ko_1_t24	ko_2_t24	ko_3_t24	ko_4_t24	ko_1_t36	ko_2_t36	ko_3_t36	ko_4_t36	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	MS/MS count	Protein IDs	Majority protein IDs	Protein names	Gene names	Fasta headers
253350	228540	316840	298300	294090	262110	301210	300150	347270	336050	288320	259000	288270	331090	269390	239760	32	32	32	40.1	40.1	40.1	121.12	0	273.47	60	Q6ZQ58;Q6ZQ58-2	Q6ZQ58	La-related protein 1	Larp1	sp|Q6ZQ58|LARP1_MOUSE La-related protein 1 OS=Mus musculus OX=10090 GN=Larp1 PE=1 SV=3
237840	202540	219880	207340	315860	271970	209350	189880	279070	266640	203070	204850	232290	257610	192620	173410	27	25	25	24.7	23.3	23.3	135.63	0	140.59	34	Q6ZQ73	Q6ZQ73	Cullin-associated NEDD8-dissociated protein 2	Cand2	sp|Q6ZQ73|CAND2_MOUSE Cullin-associated NEDD8-dissociated protein 2 OS=Mus musculus OX=10090 GN=Cand2 PE=1 SV=2
101990	89725	115480	117480	125320	121580	111780	118680	161730	153200	161160	133730	135990	150110	159580	110420	14	14	14	16.4	16.4	16.4	92.849	0	29.92	16	Q6ZQ88	Q6ZQ88	Lysine-specific histone demethylase 1A	Kdm1a	sp|Q6ZQ88|KDM1A_MOUSE Lysine-specific histone demethylase 1A OS=Mus musculus OX=10090 GN=Kdm1a PE=1 SV=2
42138	38028	47190	44601	56356	47948	46622	44889	49794	52028	47334	43485	41881	49672	44528	34897	14	14	14	4.6	4.6	4.6	408.21	0	36.944	17	Q6ZQ93;Q6ZQ93-3;Q6ZQ93-2;Q6ZQ93-4	Q6ZQ93;Q6ZQ93-3;Q6ZQ93-2;Q6ZQ93-4	Ubiquitin carboxyl-terminal hydrolase 34	Usp34	sp|Q6ZQ93|UBP34_MOUSE Ubiquitin carboxyl-terminal hydrolase 34 OS=Mus musculus OX=10090 GN=Usp34 PE=1 SV=3;sp|Q6ZQ93-3|UBP34_MOUSE Isoform 3 of Ubiquitin carboxyl-terminal hydrolase 34 OS=Mus musculus OX=10090 GN=Usp34;sp|Q6ZQ93-2|UBP34_MOUSE Isoform 2 of
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2	2	2	2.3	2.3	2.3	134.71	0.00031192	4.896	2	Q6ZQA6	Q6ZQA6	Immunoglobulin superfamily member 3	Igsf3	sp|Q6ZQA6|IGSF3_MOUSE Immunoglobulin superfamily member 3 OS=Mus musculus OX=10090 GN=Igsf3 PE=1 SV=2
46181	39798	54719	54193	60918	48219	54390	51230	62735	56829	61876	51848	56911	58608	58959	41191	8	8	8	9.5	9.5	9.5	121.18	0	32.864	8	Q6ZQB6-2;Q6ZQB6-3;Q6ZQB6;A2ARP1-7;A2ARP1-3;A2ARP1-2;A2ARP1	Q6ZQB6-2;Q6ZQB6-3;Q6ZQB6	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2	Ppip5k2	sp|Q6ZQB6-2|VIP2_MOUSE Isoform 2 of Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2 OS=Mus musculus OX=10090 GN=Ppip5k2;sp|Q6ZQB6-3|VIP2_MOUSE Isoform 3 of Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase
119480	104150	133360	133160	146710	129200	130370	132170	180160	166390	161340	139590	148990	161410	164830	118370	16	16	16	11.9	11.9	11.9	196.69	0	112.33	19	Q6ZQH8	Q6ZQH8	Nucleoporin NUP188 homolog	Nup188	sp|Q6ZQH8|NU188_MOUSE Nucleoporin NUP188 homolog OS=Mus musculus OX=10090 GN=Nup188 PE=1 SV=2
550630	451640	521630	428740	660790	543770	475590	425050	540270	488130	389850	411170	446390	489760	361560	323550	15	15	15	49.1	49.1	49.1	32.342	0	192.01	46	Q6ZQI3	Q6ZQI3	Malectin	Mlec	sp|Q6ZQI3|MLEC_MOUSE Malectin OS=Mus musculus OX=10090 GN=Mlec PE=1 SV=2
272340	244600	257720	184550	333550	282110	238230	179160	267920	284510	244970	248010	228850	281730	247490	195440	19	19	19	30.3	30.3	30.3	87.21	0	149.33	26	Q6ZQK5;Q6ZQK5-2	Q6ZQK5;Q6ZQK5-2	Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 2	Acap2	sp|Q6ZQK5|ACAP2_MOUSE Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 2 OS=Mus musculus OX=10090 GN=Acap2 PE=1 SV=2;sp|Q6ZQK5-2|ACAP2_MOUSE Isoform 2 of Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 2 OS=Mus mu
79226	69521	105790	121980	94237	85321	100440	110880	128180	121210	119960	100620	103660	114670	111940	80844	9	9	9	17.4	17.4	17.4	75.38	0	108.87	12	Q6ZQL4	Q6ZQL4	WD repeat-containing protein 43	Wdr43	sp|Q6ZQL4|WDR43_MOUSE WD repeat-containing protein 43 OS=Mus musculus OX=10090 GN=Wdr43 PE=1 SV=2
785630	681410	479760	292180	918350	803630	445060	285090	685000	377300	808930	345790	623600	367360	811490	269470	21	21	14	47.1	47.1	33.7	59.757	0	307.27	50	Q6ZQM8;Q62452;P70691;Q63886;P17717	Q6ZQM8	UDP-glucuronosyltransferase 1-7C	Ugt1a7c	sp|Q6ZQM8|UD17_MOUSE UDP-glucuronosyltransferase 1A7 OS=Mus musculus OX=10090 GN=Ugt1a7 PE=1 SV=1
53471	47893	66066	67721	63585	55085	62132	62515	91373	84552	87715	69779	83593	80443	83673	56381	4	4	4	59.4	59.4	59.4	10.403	0	127.17	8	Q6ZWM4	Q6ZWM4	U6 snRNA-associated Sm-like protein LSm8	Lsm8	sp|Q6ZWM4|LSM8_MOUSE U6 snRNA-associated Sm-like protein LSm8 OS=Mus musculus OX=10090 GN=Lsm8 PE=1 SV=3
1121600	972300	1116700	1207000	1250800	1071300	1088000	1149900	1169000	1219600	920720	1087500	954340	1088700	907690	800340	23	23	23	66.5	66.5	66.5	22.591	0	75.141	99	Q6ZWN5	Q6ZWN5	40S ribosomal protein S9	Rps9	sp|Q6ZWN5|RS9_MOUSE 40S ribosomal protein S9 OS=Mus musculus OX=10090 GN=Rps9 PE=1 SV=3
315560	270630	421250	404630	395620	336540	431640	405780	622690	450490	669760	381900	552520	430990	649650	320900	77	77	76	13	13	12.9	782.72	0	250.54	93	Q6ZWQ0;Q6ZWQ0-3;Q6ZWQ0-2	Q6ZWQ0	Nesprin-2	Syne2	sp|Q6ZWQ0|SYNE2_MOUSE Nesprin-2 OS=Mus musculus OX=10090 GN=Syne2 PE=1 SV=2
249580	222040	252230	229540	303440	252480	249860	212560	299950	308940	250960	262790	248510	296620	235850	208090	7	7	7	29.4	29.4	29.4	20.313	0	36.128	18	Q6ZWQ7	Q6ZWQ7		Spcs3	sp|Q6ZWQ7|SPCS3_MOUSE Signal peptidase complex subunit 3 OS=Mus musculus OX=10090 GN=Spcs3 PE=1 SV=1
247780	212660	375600	366850	308900	255540	371260	341810	426160	502400	349630	421620	375430	489710	334650	353600	66	65	60	9	8.9	8.1	1009.7	0	267.58	73	Q6ZWR6-4;Q6ZWR6;Q6ZWR6-3;Q6ZWR6-5	Q6ZWR6-4;Q6ZWR6	Nesprin-1	Syne1	sp|Q6ZWR6-4|SYNE1_MOUSE Isoform 4 of Nesprin-1 OS=Mus musculus OX=10090 GN=Syne1;sp|Q6ZWR6|SYNE1_MOUSE Nesprin-1 OS=Mus musculus OX=10090 GN=Syne1 PE=1 SV=2
11063	9314.7001953125	15232	16353	13466	12000	15637	15484	18801	19572	17790	17765	18754	20802	15701	13828	8	2	2	11.5	3.4	3.4	111.33	0	15.11	2	Q6ZWR6-2	Q6ZWR6-2	Nesprin-1	Syne1	sp|Q6ZWR6-2|SYNE1_MOUSE Isoform 2 of Nesprin-1 OS=Mus musculus OX=10090 GN=Syne1
18445	14890	22572	19500	20821	17921	21273	16774	21061	22915	19300	22089	19094	21613	18242	14536	4	1	1	39.3	13.1	13.1	9.461	0.0014641	3.2289	1	Q6ZWU9	Q6ZWU9	40S ribosomal protein S27	Rps27	sp|Q6ZWU9|RS27_MOUSE 40S ribosomal protein S27 OS=Mus musculus OX=10090 GN=Rps27 PE=1 SV=3
909580	759030	947160	1005700	1050100	904180	941920	961320	1051500	1035300	892130	784800	902400	1018900	880310	737210	19	19	19	58.9	58.9	58.9	24.604	0	323.31	79	Q6ZWV3;P86048	Q6ZWV3;P86048	60S ribosomal protein L10;60S ribosomal protein L10-like	Rpl10;Rpl10l	sp|Q6ZWV3|RL10_MOUSE 60S ribosomal protein L10 OS=Mus musculus OX=10090 GN=Rpl10 PE=1 SV=3;sp|P86048|RL10L_MOUSE 60S ribosomal protein L10-like OS=Mus musculus OX=10090 GN=Rpl10l PE=2 SV=1
479420	397390	474640	467930	562420	467910	475080	437790	465610	423430	336920	345510	414710	427160	334530	295070	7	7	7	36.6	36.6	36.6	14.552	0	157.16	27	Q6ZWV7	Q6ZWV7	60S ribosomal protein L35	Rpl35	sp|Q6ZWV7|RL35_MOUSE 60S ribosomal protein L35 OS=Mus musculus OX=10090 GN=Rpl35 PE=1 SV=1
1281600	1107500	1405800	1517200	1529400	1300700	1384500	1417800	1559600	1539000	1277000	1261900	1314300	1446400	1230200	1044200	31	31	31	78.4	78.4	78.4	36.108	0	323.31	111	Q6ZWX6	Q6ZWX6	Eukaryotic translation initiation factor 2 subunit 1	Eif2s1	sp|Q6ZWX6|IF2A_MOUSE Eukaryotic translation initiation factor 2 subunit 1 OS=Mus musculus OX=10090 GN=Eif2s1 PE=1 SV=3
251280	217920	222900	249390	302790	246090	236160	242870	263480	278210	252070	243570	223670	261690	231690	188220	5	5	2	41.7	41.7	15.5	9.4771	0	23.842	30	Q6ZWY3	Q6ZWY3	40S ribosomal protein S27-like	Rps27l	sp|Q6ZWY3|RS27L_MOUSE 40S ribosomal protein S27-like OS=Mus musculus OX=10090 GN=Rps27l PE=1 SV=3
166100	136520	176630	167860	193970	164910	175410	158120	222480	206960	189870	165390	191590	197570	195270	139600	8	8	7	35.3	35.3	31.9	27.166	0	54.729	19	Q6ZWZ2	Q6ZWZ2	Ubiquitin-conjugating enzyme E2 R2	Ube2r2	sp|Q6ZWZ2|UB2R2_MOUSE Ubiquitin-conjugating enzyme E2 R2 OS=Mus musculus OX=10090 GN=Ube2r2 PE=1 SV=1
233140	186030	314820	274850	268420	230900	295240	266970	374980	343820	329870	283900	323390	341460	313520	247300	60	60	60	19.2	19.2	19.2	433.63	0	199.8	68	Q70FJ1-3;Q70FJ1-2;Q70FJ1	Q70FJ1-3;Q70FJ1-2;Q70FJ1	A-kinase anchor protein 9	Akap9	sp|Q70FJ1-3|AKAP9_MOUSE Isoform 3 of A-kinase anchor protein 9 OS=Mus musculus OX=10090 GN=Akap9;sp|Q70FJ1-2|AKAP9_MOUSE Isoform 2 of A-kinase anchor protein 9 OS=Mus musculus OX=10090 GN=Akap9;sp|Q70FJ1|AKAP9_MOUSE A-kinase anchor protein 9 OS=Mus musculu
17893	17344	15608	11648	24267	20264	16259	11092	15493	15268	12557	12326	13589	14238	15227	11395	9	9	9	9.1	9.1	9.1	173.21	0	46.696	9	Q70IV5;Q70IV5-2;Q70IV5-3	Q70IV5;Q70IV5-2	Synemin	Synm	sp|Q70IV5|SYNEM_MOUSE Synemin OS=Mus musculus OX=10090 GN=Synm PE=1 SV=2;sp|Q70IV5-2|SYNEM_MOUSE Isoform 2 of Synemin OS=Mus musculus OX=10090 GN=Synm
10373	7764.39990234375	13294	8919.5	11161	10047	10036	9017	12515	11576	11299	9967.099609375	10898	11799	10253	8584.2998046875	2	2	2	2.9	2.9	2.9	82.989	0.00031746	5.4474	3	Q71B07	Q71B07	Probable C-mannosyltransferase DPY19L3	Dpy19l3	sp|Q71B07|D19L3_MOUSE Probable C-mannosyltransferase DPY19L3 OS=Mus musculus OX=10090 GN=Dpy19l3 PE=2 SV=2
52079	41397	57655	48229	57728	45210	52795	45948	60707	49420	51764	35671	52448	45867	51461	33606	4	4	4	19.7	19.7	19.7	23.705	0	23.051	4	Q71FD5;Q91V17	Q71FD5	E3 ubiquitin-protein ligase ZNRF2	Znrf2	sp|Q71FD5|ZNRF2_MOUSE E3 ubiquitin-protein ligase ZNRF2 OS=Mus musculus OX=10090 GN=Znrf2 PE=1 SV=1
548280	464130	447410	378450	649940	560840	412140	350300	653470	594020	403470	468820	568130	610240	368320	403270	17	17	17	49.1	49.1	49.1	41.026	0	323.31	65	Q71FD7	Q71FD7	Filamin-binding LIM protein 1	Fblim1	sp|Q71FD7|FBLI1_MOUSE Filamin-binding LIM protein 1 OS=Mus musculus OX=10090 GN=Fblim1 PE=1 SV=2
13706	12531	15958	10333	17539	14061	12779	11650	14775	17745	13371	18357	13414	18521	12297	11452	3	3	3	8.4	8.4	8.4	46.52	0	10.881	3	Q71KT5	Q71KT5	Delta(14)-sterol reductase	Tm7sf2	sp|Q71KT5|ERG24_MOUSE Delta(14)-sterol reductase TM7SF2 OS=Mus musculus OX=10090 GN=Tm7sf2 PE=1 SV=2
2088800	1849300	1076800	1010100	2588000	2271600	1036000	963700	1132500	1133100	997020	907210	1010300	1124500	993200	799080	110	91	91	51	44.4	44.4	253.62	0	323.31	169	Q71LX4	Q71LX4	Talin-2	Tln2	sp|Q71LX4|TLN2_MOUSE Talin-2 OS=Mus musculus OX=10090 GN=Tln2 PE=1 SV=3
11702	10853	21440	20617	16101	15377	20910	21415	29899	30215	29627	28218	23349	27040	28108	21436	3	3	3	8.3	8.3	8.3	47.32	0.00016437	6.5978	4	Q71RI9-2;Q71RI9	Q71RI9-2;Q71RI9	Kynurenine--oxoglutarate transaminase 3	Ccbl2	sp|Q71RI9-2|KAT3_MOUSE Isoform 2 of Kynurenine--oxoglutarate transaminase 3 OS=Mus musculus OX=10090 GN=Kyat3;sp|Q71RI9|KAT3_MOUSE Kynurenine--oxoglutarate transaminase 3 OS=Mus musculus OX=10090 GN=Kyat3 PE=1 SV=1
12287	10808	12683	14870	15145	13128	12852	11277	15800	15119	9591.099609375	12632	13515	14840	8271.2998046875	8510.5	2	2	2	11.9	11.9	11.9	53.754	0	121.8	2	Q75N73-3;Q75N73	Q75N73-3;Q75N73	Zinc transporter ZIP14	Slc39a14	sp|Q75N73-3|S39AE_MOUSE Isoform 2 of Metal cation symporter ZIP14 OS=Mus musculus OX=10090 GN=Slc39a14;sp|Q75N73|S39AE_MOUSE Metal cation symporter ZIP14 OS=Mus musculus OX=10090 GN=Slc39a14 PE=1 SV=1
23716	18859	25484	21571	28340	22594	26517	20629	29494	29010	26126	23926	25879	27644	25169	20202	7	7	7	8.5	8.5	8.5	112.88	0	29.836	8	Q76I79-2;Q76I79	Q76I79-2;Q76I79	Protein phosphatase Slingshot homolog 1	Ssh1	sp|Q76I79-2|SSH1_MOUSE Isoform 2 of Protein phosphatase Slingshot homolog 1 OS=Mus musculus OX=10090 GN=Ssh1;sp|Q76I79|SSH1_MOUSE Protein phosphatase Slingshot homolog 1 OS=Mus musculus OX=10090 GN=Ssh1 PE=1 SV=1
3186.10009765625	3155.5	4803.89990234375	5082.7998046875	4170.89990234375	3682	4035	4572.60009765625	5248.2998046875	4654.89990234375	4568.60009765625	3336.89990234375	4915.5	4281.7001953125	3861	2788	1	1	1	6	6	6	43.082	0	9.0885	1	Q76KJ5	Q76KJ5	DNA-directed RNA polymerase I subunit RPA34	Cd3eap	sp|Q76KJ5|RPA34_MOUSE DNA-directed RNA polymerase I subunit RPA34 OS=Mus musculus OX=10090 GN=Polr1g PE=1 SV=2
36842	32336	42675	39047	46117	39667	39865	37164	48948	47258	42699	44259	41243	48323	43732	34873	3	3	3	8.3	8.3	8.3	51.225	0	23.405	7	Q76LS9;Q76LS9-2;Q76LS9-3	Q76LS9;Q76LS9-2	Protein FAM63A	Fam63a	sp|Q76LS9|MINY1_MOUSE Ubiquitin carboxyl-terminal hydrolase MINDY-1 OS=Mus musculus OX=10090 GN=Mindy1 PE=1 SV=1;sp|Q76LS9-2|MINY1_MOUSE Isoform 2 of Ubiquitin carboxyl-terminal hydrolase MINDY-1 OS=Mus musculus OX=10090 GN=Mindy1
2071700	1743300	2090900	1929100	2575100	2086400	2093000	1888100	2447300	2430700	2123000	2093300	2148100	2296900	2100300	1605700	37	37	28	58.6	58.6	46.7	65.322	0	323.31	145	Q76MZ3	Q76MZ3	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform	Ppp2r1a	sp|Q76MZ3|2AAA_MOUSE Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform OS=Mus musculus OX=10090 GN=Ppp2r1a PE=1 SV=3
52834	44853	90769	74145	63764	57158	82129	63216	81408	91621	71025	75885	70861	83211	68651	62058	5	5	5	14	14	14	49.639	0	49.697	5	Q76N33;Q76N33-2	Q76N33;Q76N33-2	AMSH-like protease	Stambpl1	sp|Q76N33|STALP_MOUSE AMSH-like protease OS=Mus musculus OX=10090 GN=Stambpl1 PE=1 SV=1;sp|Q76N33-2|STALP_MOUSE Isoform 2 of AMSH-like protease OS=Mus musculus OX=10090 GN=Stambpl1
52656	45144	69974	64840	64672	53759	63251	60796	88352	75498	77936	61142	74200	72709	74129	50211	2	2	2	8.9	8.9	8.9	28.705	0	31.49	3	Q78HU3	Q78HU3	Multivesicular body subunit 12A	Mvb12a	sp|Q78HU3|MB12A_MOUSE Multivesicular body subunit 12A OS=Mus musculus OX=10090 GN=Mvb12a PE=1 SV=1
10863	9375.400390625	13817	10979	14233	11870	13872	9811.400390625	15710	20154	16826	16600	13080	20046	14399	14586	1	1	1	27.4	27.4	27.4	10.329	0	47.139	5	Q78HU7	Q78HU7	Glycophorin-C	Gypc	sp|Q78HU7|GLPC_MOUSE Glycophorin-C OS=Mus musculus OX=10090 GN=Gypc PE=1 SV=2
257530	225770	297580	253180	310120	265410	277780	248930	340970	317500	297910	276800	309080	315000	282010	222850	4	4	4	44.8	44.8	44.8	6.3814	0	62.297	16	Q78IK2	Q78IK2	Up-regulated during skeletal muscle growth protein 5	Usmg5	sp|Q78IK2|ATPMD_MOUSE ATP synthase membrane subunit DAPIT, mitochondrial OS=Mus musculus OX=10090 GN=Atp5md PE=1 SV=1
236460	202290	360390	282780	310790	253640	331040	270310	392260	406910	341870	331470	338950	392720	329830	278980	15	15	15	57	57	57	29.26	0	129.37	25	Q78IK4	Q78IK4	MICOS complex subunit Mic27	Apool	sp|Q78IK4|MIC27_MOUSE MICOS complex subunit Mic27 OS=Mus musculus OX=10090 GN=Apool PE=1 SV=1
93748	81122	116000	85456	113730	98005	107740	94675	111240	114310	86324	100520	103560	120110	77583	83942	6	6	6	34.4	34.4	34.4	25.465	0	125.22	10	Q78IS1	Q78IS1	Transmembrane emp24 domain-containing protein 3	Tmed3	sp|Q78IS1|TMED3_MOUSE Transmembrane emp24 domain-containing protein 3 OS=Mus musculus OX=10090 GN=Tmed3 PE=1 SV=1
33000	29900	40264	31197	44757	37823	35261	27903	38032	31954	29836	27300	31677	31460	24916	21397	5	5	5	41.1	41.1	41.1	19.157	0	12.841	6	Q78J03	Q78J03	Methionine-R-sulfoxide reductase B2, mitochondrial	Msrb2	sp|Q78J03|MSRB2_MOUSE Methionine-R-sulfoxide reductase B2, mitochondrial OS=Mus musculus OX=10090 GN=Msrb2 PE=1 SV=1
10271	8733.599609375	11518	10250	12810	8812.7001953125	11478	9980.599609375	12989	13120	12698	9673.5	12351	12924	12001	8088.2998046875	3	3	3	9.5	9.5	9.5	44.202	0	23.655	3	Q78JE5	Q78JE5	F-box only protein 22	Fbxo22	sp|Q78JE5|FBX22_MOUSE F-box only protein 22 OS=Mus musculus OX=10090 GN=Fbxo22 PE=1 SV=2
163570	136610	184240	174520	191210	162670	172570	162870	189500	189790	158530	153370	168220	180120	157780	121100	10	10	10	30.7	30.7	30.7	40.143	0	69.344	22	Q78JW9	Q78JW9	Ubiquitin domain-containing protein UBFD1	Ubfd1	sp|Q78JW9|UBFD1_MOUSE Ubiquitin domain-containing protein UBFD1 OS=Mus musculus OX=10090 GN=Ubfd1 PE=1 SV=2
374750	325690	354900	301260	455880	387290	333820	283350	380690	359040	314790	295300	333060	343040	292020	225270	16	16	16	51.9	51.9	51.9	24.48	0	72.742	27	Q78PG9	Q78PG9	Coiled-coil domain-containing protein 25	Ccdc25	sp|Q78PG9|CCD25_MOUSE Coiled-coil domain-containing protein 25 OS=Mus musculus OX=10090 GN=Ccdc25 PE=1 SV=1
2644100	2287100	2853600	2907900	3055900	2669000	2809200	2788800	3307600	2994000	2782800	2437500	2780900	2803000	2698400	2042300	57	57	57	62.7	62.7	62.7	102.09	0	323.31	238	Q78PY7	Q78PY7	Staphylococcal nuclease domain-containing protein 1	Snd1	sp|Q78PY7|SND1_MOUSE Staphylococcal nuclease domain-containing protein 1 OS=Mus musculus OX=10090 GN=Snd1 PE=1 SV=1
9477.900390625	7426.7998046875	15143	12065	12255	10870	14426	11142	16229	14496	12603	11420	13617	11784	12624	9078.2998046875	1	1	1	14.5	14.5	14.5	9.3329	0.00031373	5.0736	8	Q78T54-2;Q78T54	Q78T54-2;Q78T54	Vacuolar ATPase assembly integral membrane protein Vma21	Vma21	sp|Q78T54-2|VMA21_MOUSE Isoform 2 of Vacuolar ATPase assembly integral membrane protein Vma21 OS=Mus musculus OX=10090 GN=Vma21;sp|Q78T54|VMA21_MOUSE Vacuolar ATPase assembly integral membrane protein Vma21 OS=Mus musculus OX=10090 GN=Vma21 PE=1 SV=1
138670	103870	107610	91023	163830	122170	105100	94387	114370	108140	77753	107480	93720	104290	72665	68317	1	1	1	8.1	8.1	8.1	16.815	0	57.57	3	Q78XF5	Q78XF5	Oligosaccharyltransferase complex subunit OSTC	Ostc	sp|Q78XF5|OSTC_MOUSE Oligosaccharyltransferase complex subunit OSTC OS=Mus musculus OX=10090 GN=Ostc PE=1 SV=1
112350	100600	122560	120450	140560	123150	117140	108060	142840	128030	103450	102370	121660	139640	99834	94967	2	2	2	34.6	34.6	34.6	9.2833	0	61.579	5	Q78YZ6-3;Q78YZ6-2;Q78YZ6	Q78YZ6-3;Q78YZ6-2;Q78YZ6	Short coiled-coil protein	Scoc	sp|Q78YZ6-3|SCOC_MOUSE Isoform 3 of Short coiled-coil protein OS=Mus musculus OX=10090 GN=Scoc;sp|Q78YZ6-2|SCOC_MOUSE Isoform 2 of Short coiled-coil protein OS=Mus musculus OX=10090 GN=Scoc;sp|Q78YZ6|SCOC_MOUSE Short coiled-coil protein OS=Mus musculus OX=
489330	415260	560190	507950	589530	482810	528890	479270	624490	644780	505610	519070	526400	623510	475850	429320	15	15	13	59.7	59.7	56.8	42.679	0	323.31	55	Q78ZA7	Q78ZA7	Nucleosome assembly protein 1-like 4	Nap1l4	sp|Q78ZA7|NP1L4_MOUSE Nucleosome assembly protein 1-like 4 OS=Mus musculus OX=10090 GN=Nap1l4 PE=1 SV=1
3379.19995117188	2193	4261.39990234375	5580.89990234375	4301.89990234375	3460.39990234375	4264.39990234375	4381.5	5089.60009765625	4679.7001953125	4069.10009765625	3621.10009765625	4531	4127.7001953125	4016.5	2734.69995117188	3	3	3	30.1	30.1	30.1	13.649	0	15.759	3	Q791N7	Q791N7	DNA-directed RNA polymerase I subunit RPA12	Znrd1	sp|Q791N7|RPA12_MOUSE DNA-directed RNA polymerase I subunit RPA12 OS=Mus musculus OX=10090 GN=Polr1h PE=1 SV=1
231060	180930	277370	223160	270210	220550	264820	216470	296380	277050	244660	235190	249350	284930	233360	208240	11	11	11	30.1	30.1	30.1	39.94	0	46.977	25	Q791T5-2;Q791T5	Q791T5-2;Q791T5	Mitochondrial carrier homolog 1	Mtch1	sp|Q791T5-2|MTCH1_MOUSE Isoform 2 of Mitochondrial carrier homolog 1 OS=Mus musculus OX=10090 GN=Mtch1;sp|Q791T5|MTCH1_MOUSE Mitochondrial carrier homolog 1 OS=Mus musculus OX=10090 GN=Mtch1 PE=1 SV=1
283960	229440	310620	239630	334240	279630	289920	220890	364310	311720	321310	279550	320600	302840	314960	216150	11	11	11	39.3	39.3	39.3	33.499	0	312.13	21	Q791V5	Q791V5	Mitochondrial carrier homolog 2	Mtch2	sp|Q791V5|MTCH2_MOUSE Mitochondrial carrier homolog 2 OS=Mus musculus OX=10090 GN=Mtch2 PE=1 SV=1
38526	28960	47237	43227	45742	38393	47412	44304	55358	54329	53532	46596	47586	53889	49879	38842	11	10	10	18.1	16.2	16.2	83.27	0	21.481	12	Q7JJ13-2;Q7JJ13	Q7JJ13-2;Q7JJ13	Bromodomain-containing protein 2	Brd2	sp|Q7JJ13-2|BRD2_MOUSE Isoform 2 of Bromodomain-containing protein 2 OS=Mus musculus OX=10090 GN=Brd2;sp|Q7JJ13|BRD2_MOUSE Bromodomain-containing protein 2 OS=Mus musculus OX=10090 GN=Brd2 PE=1 SV=1
934640	764440	923850	843130	1106000	932010	912940	806940	1256000	1249600	786010	1019200	1090400	1235000	761640	840480	23	23	1	44.6	44.6	5.4	66.184	0	323.31	65	Q7M6Y3-4;Q7M6Y3-6;Q7M6Y3;Q61548-3;Q61548-2;Q61548	Q7M6Y3-4;Q7M6Y3-6;Q7M6Y3	Phosphatidylinositol-binding clathrin assembly protein	Picalm	sp|Q7M6Y3-4|PICAL_MOUSE Isoform 4 of Phosphatidylinositol-binding clathrin assembly protein OS=Mus musculus OX=10090 GN=Picalm;sp|Q7M6Y3-6|PICAL_MOUSE Isoform 6 of Phosphatidylinositol-binding clathrin assembly protein OS=Mus musculus OX=10090 GN=Picalm;sp
33284	27218	32104	33054	43787	34640	32601	27716	45220	45878	28909	32690	39417	45995	26935	28122	23	1	1	44.7	4.7	4.7	64.647	0	31.49	2	Q7M6Y3-2;Q7M6Y3-3;Q7M6Y3-5	Q7M6Y3-2;Q7M6Y3-3;Q7M6Y3-5	Phosphatidylinositol-binding clathrin assembly protein	Picalm	sp|Q7M6Y3-2|PICAL_MOUSE Isoform 2 of Phosphatidylinositol-binding clathrin assembly protein OS=Mus musculus OX=10090 GN=Picalm;sp|Q7M6Y3-3|PICAL_MOUSE Isoform 3 of Phosphatidylinositol-binding clathrin assembly protein OS=Mus musculus OX=10090 GN=Picalm;sp
6065.10009765625	4860.10009765625	6963.5	6115.39990234375	6858.10009765625	6701.5	7113.2998046875	6089.89990234375	16091	8080.2001953125	19165	7525.89990234375	17163	8072.2001953125	21103	5320.60009765625	4	4	4	12.4	12.4	12.4	46.075	0	16.241	5	Q7M6Z0	Q7M6Z0	Reticulon-4 receptor-like 2	Rtn4rl2	sp|Q7M6Z0|R4RL2_MOUSE Reticulon-4 receptor-like 2 OS=Mus musculus OX=10090 GN=Rtn4rl2 PE=1 SV=1
28420	25086	36261	33678	36803	32158	34537	29072	42026	40307	39111	33430	41447	37499	35890	28410	6	6	4	20.8	20.8	18.1	32.2	0	13.68	6	Q7M759	Q7M759	Alpha/beta hydrolase domain-containing protein 17B	Abhd17b	sp|Q7M759|AB17B_MOUSE Alpha/beta hydrolase domain-containing protein 17B OS=Mus musculus OX=10090 GN=Abhd17b PE=1 SV=1
