"Uniprot_ID","Protein_names","Gene_names","pVal","phase","peak.shape","period","X1.WT1","X2.WT1","X3.WT1","X4.WT1","X5.WT1","X6.WT1","X7.WT1","X8.WT1","X9.WT2","X10.WT2","X11.WT2","X12.WT2","X13.WT2","X14.WT2","X15.WT2","X16.WT2","X17.WT3","X18.WT3","X19.WT3","X20.WT3","X21.WT3","X22.WT3","X23.WT3","X24.WT3"
"Q3TFH8","Phosphoacetylglucosamine mutase","Pgm3",0.00273279778295258,12,9,24,598735.298492068,617978.808903587,610498.307696348,639978.488676847,608431.753976776,629766.092291489,600156.973271704,607193.146036604,599262.06872903,636750.158540574,639165.577254728,627944.836502369,610609.722147406,616766.063360692,590851.871102491,600007.006107073,628583.029900034,611438.665808996,624048.8517775,622690.232477406,627533.210002149,605744.435363342,610817.994458932,608290.670867453
"Q6PDC2","Transmembrane emp24 domain-containing protein 9","Tmed9",0.0239116402882597,21,15,24,610452.053935447,645387.733110253,644559.321244345,558079.033172799,590792.982684287,556154.478218307,626460.851540952,618793.342802344,607384.753473166,572515.64490146,591000.584487351,576984.194094597,640834.967186551,626135.445548559,675919.811134037,668407.38385521,576133.641784654,596312.629975508,589859.379304096,615956.525397042,588053.884063727,655808.997900935,623587.604594883,623104.202361158
"Q3TG12","Phenylalanine--tRNA ligase beta subunit","Farsb",0.0217378548075088,9,15,24,898049.700141959,848093.026467736,908428.74122352,908791.068432414,901596.720230789,892006.986839391,890045.165310807,857356.236509086,886063.318181659,924277.94226044,914182.856805391,939788.643196217,915872.158774734,902711.319652087,895030.301707475,885742.197215344,907026.140462556,893244.5432722,914813.018081183,902577.437239337,904511.357718787,889981.478364673,906563.874274413,908624.178339288
"Q3TIJ4","RNA 3-terminal phosphate cyclase","Rtca;RtcA",0.00445575258584321,12,18,24,221383.274199476,212798.713113927,233575.915438012,228435.055773117,237204.593559921,229119.437354454,224019.970903538,225216.33327248,224601.908814401,220807.932645475,283953.920852972,227450.033478167,226764.231637401,221676.407176186,221354.053348147,222916.08229071,221018.612056628,223130.477377426,215300.516016212,225921.158304074,229453.889205404,225654.710585625,217633.275829043,215838.372629595
"Q3TIX9","U4/U6.U5 tri-snRNP-associated protein 2","Usp39",0.00243116288271399,18,12,24,237845.283903021,250482.699690692,246964.094508804,245415.559656679,241174.080035224,250096.815233489,258704.504653079,254380.665966752,244198.46233231,217878.825928509,246197.470048337,246287.008566195,259595.769613525,263748.90840746,261121.826966332,257060.044304471,227176.318523386,234710.437917919,232998.521982985,247843.224477569,238502.374194659,272851.446393989,241621.134934999,248561.968575587
"Q3TJG6","Prostaglandin E synthase 3","Ptges3",0.0068489271824314,9,15,24,1123274.23177387,1051147.02121484,1102724.64437991,1126047.65735323,1089849.3922868,1098231.83067692,1061578.34478403,1031144.69986676,1078125.26862447,1082320.53466939,1099428.08726404,1081817.27897911,1074536.9185064,1063313.94312693,1071467.59265392,1060498.85897855,1099527.64875432,1089247.99721343,1090205.54427211,1083191.90775281,1091348.22169062,1021420.1006835,1072683.97684799,1078140.20020961
"Q3TJQ2","Adenosine 3-phospho 5-phosphosulfate transporter 1","Slc35b2",0.0340265645093073,21,15,24,57309.2594164147,55946.3589397817,54329.7022530687,50098.4680231128,50376.4469968622,52334.8576770398,56123.8934959395,58629.8418455689,65010.3340675718,61753.8610698823,57879.6204693209,61162.7856411351,61854.0705129326,59214.2129916216,65086.5790408135,60517.0977072432,58312.1226009438,57158.1193261671,55396.6940987408,57129.0696773047,58136.0323550796,60277.4590553608,61969.5691729027,61584.3046531042
"Q3TKC5","Amidophosphoribosyltransferase","Ppat",0.0450435019529846,6,12,24,107405.037218738,107659.231250003,105550.478660274,103863.400212152,103834.307584332,103312.664227288,105248.905598168,99648.4864422273,103709.258555076,112405.260758629,103931.242973326,105486.727432484,103621.483987364,101368.867355889,96508.0148105664,99329.8367029868,93151.3288185134,100462.708730737,96055.6124087285,94331.5222623383,91376.4155113767,89713.7917160128,96190.8435989774,94134.0796533188
"Q3TKN7","COMM domain-containing protein 10","Commd10",0.00310569743359223,21,6,24,137306.820849257,136902.37933153,138740.325489027,140675.343704338,150284.829219722,139886.94401537,141821.422785924,139474.725228655,130739.277972797,138905.444583599,137285.462111105,141117.544544521,144956.152829541,138955.481535637,141184.380168163,138702.186503641,131136.294485185,146734.953187129,134651.661386006,141586.594901167,139099.302932977,157976.446471431,144109.778735578,154219.454310194
"Q3TLE2","Fermitin family homolog 2","Fermt2",0.018806423373612,24,12,24,909071.004691987,928070.918892833,946525.545030602,915475.913043839,893091.106418463,894965.842566186,934573.617805835,942665.302443791,938061.99218116,929517.186201459,922146.317687327,897204.781659503,951691.517629049,936356.962630607,968107.123758563,974719.840729148,948611.998040662,958531.935039586,921274.577699466,944508.468907748,925345.356821659,969601.986734775,955956.284013789,984348.717348997
"Q3UIJ2","Eukaryotic translation initiation factor 2 subunit 3, X-linked;Eukaryotic translation initiation factor 2 subunit 3, Y-linked","Eif2s3x;Eif2s3y",0.0023518253090795,18,9,24,1279421.93518255,1292159.07443518,1313076.80035457,1296785.84376387,1338385.98700765,1329239.30803617,1297580.48535455,1290692.41575246,1278802.00351128,1263305.55493089,1317999.8693488,1336594.20663541,1287555.50215466,1314586.93734931,1251276.87886587,1249589.1549025,1273932.28119498,1305133.16918449,1316839.18146208,1372105.06512683,1340609.43548071,1385913.80368362,1293708.23756775,1367073.66157046
"Q3TR40","Thrombospondin-1","Thbs1",0.0478587208250461,6,12,24,956520.518966856,995345.703819555,975716.237493918,993841.392160418,944274.123604651,947290.020546227,969864.551652982,986530.747491915,1019175.47063035,1009290.12785233,947767.624743967,921795.565563148,960816.350472393,925077.908296803,1004704.23944911,972339.36720688,912400.51628327,962873.433429228,949869.073998001,945402.122025063,970193.367292109,940160.28891596,956866.181347694,972244.763230898
"Q3U0I9","Sorting nexin-8","Snx8",0.000977833617419442,24,9,24,43355.9160402088,51242.9648488347,41246.382427513,48836.6257910275,51887.1029389946,52840.4641235738,55544.2418348492,56726.0350178371,39896.9278183069,49001.6783755092,40311.4080900611,49979.2844146806,48608.5426554353,55875.0893649096,43128.7991268993,52739.8263531243,44419.1432597706,43055.2426098526,44098.3986003822,48922.2594389584,49448.8654546576,50615.158096417,51728.625753638,52482.5250752906
"Q3TV70","Nuclear receptor 2C2-associated protein","Nr2c2ap",0.00011745071294385,15,12,24,9879.66812487679,10731.7986368964,12839.7696205685,11295.2938863441,14090.7239854286,11397.037396246,13063.131923701,11451.3069339408,8470.41459689029,12316.2348891219,12262.711486859,14117.045534802,13111.6223422593,13906.9808395606,11272.3770010912,10864.0653256449,11201.0927845838,12559.0998403258,13389.5505484188,13371.0826659495,13166.4231662766,13029.9653643808,13483.6507670407,12883.904362672
"Q3TVK3","Aspartyl aminopeptidase","Dnpep",5.13300858335307e-05,15,15,24,1098684.38173069,1071923.76339045,1106623.95988354,1131860.5298792,1121110.98735017,1119113.29363427,1086133.82141089,1089211.04512497,1064240.09423282,1083331.58855133,1102470.79530475,1114302.89045169,1117837.38164363,1112971.3718886,1100482.66456524,1088059.76529228,1089710.18054048,1097357.21330239,1109529.97136999,1085278.04382667,1113920.64865777,1121180.51377195,1105881.50277176,1099663.15949057
"Q3UE19","ADP-ribosylation factor-binding protein GGA2","Gga2",0.0231870451280094,15,15,24,166820.19241378,168655.433755046,174661.389717415,177022.915468979,176467.942659198,176308.912151096,174482.419044003,176309.276216254,168825.153467702,176249.894518148,180255.041152199,179045.443367326,185185.909598063,179741.572642579,179995.955502839,179344.553255905,182239.149681918,174849.035634925,179704.634477666,176485.791954712,187685.081778024,180183.281351714,182984.474770909,178343.486396352
"Q3UZI3","Staphylococcal nuclease domain-containing protein 1","Snd1",0.00298043171657998,18,12,24,3904672.72816026,3855060.1864465,3864449.61104777,3857703.1417608,3877055.12888141,3863521.01537851,3854385.1817836,3845347.44266334,3799097.37349395,3744211.11517837,3813910.20699357,3905622.1097503,3857024.07272568,3937943.12456027,3851675.49844722,3855570.44479109,3775848.35039378,3760437.94328985,3911736.020301,3969569.8588835,3969011.60224455,4001876.45642141,3936760.971015,3959308.94603961
"Q3TWG5","Cytoplasmic dynein 1 light intermediate chain 1","Dync1li1",0.0213971402234549,21,9,24,1174047.20444615,1166409.9270222,1168859.96834758,1173910.80266559,1218317.46575034,1202128.76363678,1213468.94579348,1173609.63698366,1174523.78580202,1173330.6483427,1188350.9501152,1203075.53639902,1207793.14332716,1223445.05683153,1213519.3219283,1233623.9887019,1234618.87587753,1228150.28450065,1187560.21575357,1227442.99046148,1245372.431734,1263198.93331706,1253938.03026679,1260807.15872163
"Q3ULF7","Actin-related protein 3","Actr3",0.0332153537610982,15,9,24,2697574.79622826,2556337.88592818,2670759.43359759,2677433.69293567,2693158.71658176,2650780.93639889,2640875.1384065,2583958.79135512,2618700.85805509,2630373.3910159,2621003.179817,2648895.35251924,2652376.64090339,2659436.19642848,2609511.20248498,2590340.12240554,2673566.99657706,2616197.16310624,2719616.6707586,2634428.34954156,2690191.71233251,2607841.06556239,2690555.38699572,2619563.53959987
"Q3TZZ7","Extended synaptotagmin-2","Esyt2",0.00699348157579636,24,9,24,577963.785551146,641644.301508651,606525.583677777,567354.772516322,554628.97610095,556719.332904793,605825.978351165,637241.664077503,590443.553982202,610328.193572336,587809.003464219,588451.657593559,623783.99755975,637033.59583562,637538.891362995,680209.221797711,602659.706651205,629655.267335718,567124.852678537,610057.121625848,581453.489782953,635899.809071708,613389.013785331,651364.596295263
"Q3U026","Mannosyl-oligosaccharide glucosidase","Mogs",0.00195566723483888,21,15,24,366706.348621475,390517.798474611,385483.134229425,351650.827541027,351853.392125778,354288.932468263,393175.358581766,393169.761129257,369897.003300139,362471.224887151,361867.627493393,355652.24813525,389567.468742574,378124.682424407,399922.481028282,408292.07095376,385512.987289581,382934.990451592,360543.995271287,398138.464768567,374055.181998678,412598.522239418,396889.901138756,391330.569358793
"Q3U0T9","Ras-related protein Rab-35","Rab35",0.0419559997041156,24,9,24,372855.548497932,470360.519566874,353295.203515248,429588.775032625,357032.554247524,431864.453175863,391426.730016123,484572.693698231,403842.920909082,413681.485248727,399116.318008845,376068.274957244,398492.971389376,407819.495549333,438004.250155115,412514.437250167,387506.267271904,386484.854695668,378185.161871325,389250.324729872,372084.668012896,426124.691349252,411114.338218595,416586.336872472
"Q3U1J4","DNA damage-binding protein 1","Ddb1",0.0258888946779916,12,12,24,3198605.52184633,3084047.06535698,3146349.2940273,3287810.25629157,3218786.95634902,3267644.41347523,3150929.38823926,3125195.76728124,3228777.08356008,3351774.95473456,3267621.04773672,3365894.45209139,3205708.90571071,3225871.63510784,3137422.42162616,3177754.36215125,3261381.54069614,3172228.08100172,3264690.19693668,3246701.7076282,3305242.8206723,3217301.11398558,3251303.24177847,3214401.98908836
"Q3U1L8","SID1 transmembrane family member 2","Sidt2",0.00721907775566076,24,15,24,59811.6308270642,63769.5026729405,65849.2978434824,59667.9071078863,58330.350164182,61246.2184659333,64462.6105021644,64082.1854421843,64041.6511776586,61763.9250933523,66028.7385029055,59867.0015090529,61135.7025415157,67745.5759311081,63787.7428055822,63792.7308834051,61674.7609196882,62707.2920345167,61232.7647831876,59544.8122142976,59796.0882195469,62965.1350387848,60922.8583205636,65308.7421758668
"Q3U484","ATP-dependent RNA helicase DDX3Y","Ddx3y",0.02463623544851,3,15,24,114861.689746251,101067.30955998,95550.2661809739,95942.7720439836,100017.706755778,95597.7098672081,104808.602452524,93611.0719275662,104076.61597078,100308.301227823,102904.623914218,100896.892992942,98003.6936543454,95042.6885322892,97977.8132198388,97867.2820565439,97267.0225820766,96034.4298815588,95369.7036932758,101014.339251123,82263.5163131295,71354.4372639935,92811.1601305995,95985.8137052027
"Q3U4M0","TSC22 domain family protein 4","Tsc22d4",0.0413986336361295,9,15,24,158657.348427388,162656.59275093,164032.092467084,166353.635204631,162969.399802952,155036.406036179,146949.543142604,163953.530472039,181670.552322155,145693.577620554,189826.603321241,152266.1893671,179435.52519341,141986.132694145,163714.363467848,138512.524176814,152861.962023465,161317.643897733,159703.659603037,156491.613155421,157273.333583892,150458.410365297,149332.489458085,150040.778661088
"Q3U4W8","Ubiquitin carboxyl-terminal hydrolase;Ubiquitin carboxyl-terminal hydrolase 5","Usp5",0.0422631756852394,9,15,24,2806415.50269476,2740499.06616498,2759802.95999029,2797610.74492941,2827219.96830547,2790673.61809811,2690276.62047704,2702460.44928594,2844720.12175877,2777661.79706802,2855222.37323189,2816300.00752738,2825816.25373795,2727083.91826811,2720874.53781042,2685885.61362141,2729670.24271847,2714059.91167516,2736231.54204588,2665372.13507703,2718936.23807751,2596233.61647888,2700564.4302212,2633390.80237725
"Q61833","Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2","Rpn2",0.00742828631579516,24,12,24,1743851.07650497,1896105.43045691,1826820.76629634,1564949.22363965,1570109.95626542,1574781.7037231,1807901.21637537,1808576.29691576,1813168.58859457,1681365.27943337,1741895.25454295,1560188.62523988,1779298.65644324,1690081.80851688,1885976.32478484,1868973.73460452,1715158.47425801,1723021.24427635,1641202.08915289,1794267.30815145,1667766.86523365,1910625.38453261,1826603.32429782,1852730.28454575
"Q3U6C0","","Parp10",0.00462480783607239,15,18,24,45797.2018159534,46236.8682908119,49058.5345279913,47509.5749420725,52653.0196056354,49891.9681403334,52602.3921765912,45787.094290522,51168.232215968,47759.1314153977,49475.2553539271,49933.1644770335,55304.483305908,52335.4469011897,50239.6188074534,50142.7939269684,51859.9634578162,51422.7307581634,47057.1970949134,53352.0622153142,57548.0101127996,54066.8355370023,54327.3221711467,53151.7653230508
"Q3U6L3","Glutaredoxin-1","Glrx",0.0217378548075088,9,15,24,501761.771286966,478513.871705444,500568.17774123,518231.334908167,492842.480281439,509996.175101629,492730.439332867,475233.956125592,466194.618461817,498035.691388118,497332.282549286,491472.423763275,502039.2850507,492723.662512284,490055.458469514,486281.352969233,495150.901776003,486901.351446793,519475.233614045,486996.020360752,512143.942811061,480342.543113265,484919.317063486,487955.9614509
"Q3U7R1","Extended synaptotagmin-1","Esyt1",0.00134192782242754,24,15,24,876982.167203657,942634.47565508,917757.964480337,864916.832339418,859876.790183343,847551.376063036,923761.964916434,953746.930503975,889650.664084426,873851.694386855,864084.184561245,863051.598632047,899039.366628942,889328.656581682,931011.658445099,953968.417714339,877734.228820527,908897.381920059,872534.92172098,906706.583812444,860685.362936354,925508.847952964,894919.102117549,923312.200278851
"Q3U7Z6","Phosphoglycerate mutase 1","Pgam1",0.00707722475517911,9,15,24,2914132.28116339,2797808.28093288,2918506.78937854,2872171.30490043,3087920.541923,2911062.49326968,2862136.35292097,2828321.85678312,2925344.3548532,2811076.77506254,3039672.47651477,2961902.42547485,2887785.94961307,2878864.18110208,2784861.67450481,2772168.6552472,2835206.68733673,2723845.41210621,2933169.85294651,2781824.95652069,2898489.85420452,2750277.3758743,2860196.17176725,2708544.78566489
"Q3UC67","Long-chain-fatty-acid--CoA ligase 5","Acsl5",0.0316685392677379,24,12,24,167485.631041511,193819.690331701,175598.295363666,158285.93101483,162981.54452655,167173.845932177,180842.955438178,187371.05734326,182972.978702576,154384.416331012,165994.844591081,151294.180482624,169186.795811071,172157.105167434,183340.432186041,183685.854414146,177629.730077549,187629.982642537,168650.232734546,189095.226119223,178462.589263138,193301.520072585,186690.431250733,188549.533353933
"Q3UDK1-2","TRAF-type zinc finger domain-containing protein 1","Trafd1",0.012318117724255,6,18,24,91949.0436780528,103402.316117708,99598.9016104917,86924.900910828,97307.1284704692,94453.5829755099,95595.0211547638,93117.6708056798,97570.1681614451,101619.475524495,92486.6974919325,95706.4093943215,100436.388161494,88450.9560536447,92403.5636709671,91814.1225545105,93519.4905041953,99902.8766720297,95050.9196911418,91185.3260049752,89339.5399253652,93337.1952323928,87772.2833285776,88325.4774390816
"Q3UDM3","Prostaglandin E synthase","Ptges",0.0358785620040354,24,18,24,12767.3758363488,13632.566119041,11140.2873224576,12463.0888188727,12072.7669294163,10810.1566621837,14646.628574778,15070.299323096,15978.6695649254,14428.3952533922,13210.9645911512,11072.7354115255,14430.1469078919,12192.2672163517,17176.300163398,16353.7426004793,13565.0307421756,14246.4482465587,11857.235387449,13631.0581894051,10545.1355966132,12719.1232198422,10963.3794523921,12549.7429226268
"Q3UE37","Ubiquitin-conjugating enzyme E2 Z","Ube2z",0.0400822274503332,9,12,24,333619.874255947,325640.357384213,333491.316463036,326795.468461215,332155.735118309,326104.063451244,325423.625911396,320019.300364914,339445.373772339,333543.272438313,336109.513351382,338092.538664762,326694.242570354,331537.940287575,322707.832239476,328488.743954731,325605.634791996,330908.107044949,324546.526362464,326203.837901973,326694.04735426,307566.72204393,325915.610595915,325451.874133228
"Q3UGB8","Derlin-1","Derl1",0.0362218267357143,24,12,24,84690.2225628247,92154.784992348,86669.4631391682,83453.4429106703,80906.6724371293,81681.3130950841,88067.6921427528,94796.5629990444,89724.6508570763,92580.5708876618,87524.7576612447,81236.2122347776,90990.9097097953,91671.4319542637,89572.6532229702,97184.5044007114,86846.5486511488,88227.3458149778,88769.6115572736,93037.443855112,88194.6925568543,96510.0522643443,99597.6101321474,95638.8911857656
"Q3UGC1","Striatin-interacting protein 1","Strip1",0.0398122503174169,18,9,24,124091.436496779,131948.882452064,126942.594948642,122538.78816571,136445.921946129,126424.566330453,133739.246543858,138571.544427824,129645.328706553,131986.774268864,133762.618448806,134786.701589592,138331.642158659,139353.471201086,136035.188578044,136877.798034385,133527.005350187,136852.537050938,132848.53099023,137764.672546117,141702.830061782,142705.275172726,136043.434284433,140618.979484177
"Q3UI98","General transcription factor 3C polypeptide 5","Gtf3c5",0.0300140093861939,21,6,24,48234.9457995362,48123.1263630896,48598.6337775159,47542.6075240384,54103.2387856276,55509.9485688036,54500.1521275817,57769.0068032484,49658.7622414431,51368.7213657881,49253.4317768039,52208.7727437986,50898.2493537457,49685.1986742907,51241.577195922,47692.1063758782,49170.0291001441,52185.1712389984,49173.466783156,50596.7631492257,50606.7269486425,53127.0482683612,52291.5847585473,51319.4041692124
"Q3UIR3","E3 ubiquitin-protein ligase DTX3L","Dtx3l",0.0232255556945077,12,15,24,304645.805679765,310478.879636497,329240.890526082,340707.422283761,337095.403278198,331190.415759351,340462.625793854,331092.97984142,317420.283656483,329186.982490423,324845.789955659,339784.153090064,329226.455639622,360289.060674103,324453.423474553,327563.242683541,330683.81045212,341669.171613663,327749.80101018,372806.901050736,373834.182353754,338704.36637262,340041.198873098,349804.852536355
"Q99LB4","Macrophage-capping protein","Capg",0.0177075827284701,15,12,24,654880.462693587,668649.176590911,674571.041885401,703481.80888331,680015.949153928,708865.024111364,691967.235314608,710072.659928037,659905.572331589,678621.032197732,673602.238860262,695318.508941049,672929.32477669,672264.97470089,668615.138364605,663670.037280154,670220.327446062,651525.863715759,691427.311534863,677570.074823168,698869.90083162,677925.189617924,697727.009842793,688014.156932855
"Q3UJU9","Regulator of microtubule dynamics protein 3","Rmdn3",0.042148190635947,21,12,24,171371.345750612,180535.290898659,172645.344607883,168809.66563733,177066.785615308,173088.020245208,187398.291258335,192963.3948339,186645.23284096,181665.461108241,180005.116334987,183805.371285695,183483.971967721,185114.867924683,185117.77264686,183076.995030158,169131.497809022,176216.675806648,165849.013765749,183326.856640512,170568.110424776,189997.569677419,180407.362202262,179365.884197234
"Q3UJV6","Cytochrome b-c1 complex subunit 10","Uqcr11",0.0239116402882597,3,15,24,94957.9562489417,100549.232862612,89087.319159932,85677.2742633769,97928.4187899123,93284.1819394403,96241.1558479338,100781.427499748,112973.860358354,100717.710797005,103274.842652093,98331.9995531037,100103.759266573,91379.5398651166,104989.697151298,106307.407653837,113460.461492467,108353.622471676,98765.79180746,96133.574135458,107301.49192434,93398.4836393928,104339.588727736,94860.6725118208
"Q3UJX2","Beta-catenin-like protein 1","Ctnnbl1",0.0239116402882597,9,15,24,324052.1229361,300593.437305143,325835.683344976,312343.312115955,322661.516907418,307871.728041475,313837.874299274,298289.314983967,308648.621120316,299406.51518461,319849.521618422,307648.452549428,310646.93842683,305426.032842215,298644.749004592,299013.042223552,316076.252255941,312924.619399883,304007.902117691,313500.187827823,301433.083130437,313308.585190848,288700.138653051,293039.299630327
"Q3ULW8","","Parp3",3.42542536068588e-05,18,9,24,1333598.47460896,1300929.86309419,1351877.12366831,1369995.50669327,1365888.17419427,1366490.58516013,1334464.51406372,1299415.67613511,1331399.97602847,1344653.38937604,1371944.02913868,1364392.03736984,1355541.38125162,1385837.00726591,1354659.60639305,1385037.28554615,1341836.33422913,1344269.64088851,1352075.0159764,1383388.77325415,1387926.31552565,1409563.40689744,1354747.67018508,1357742.72890777
"Q543K5","Phosphoserine aminotransferase","Psat1",0.0326901050505681,9,15,24,1250105.44285361,1157668.79651148,1223083.42370199,1185343.50646911,1230739.16199812,1181472.76319356,1159103.56548633,1112613.98263797,1119003.35530919,1129686.91416526,1144457.40562932,1130207.41039765,1148185.97433578,1119084.45139872,1125100.12755659,1103693.55878392,1130218.55863566,1126959.20636626,1132743.24839356,1120573.93477743,1141518.24708063,1121080.06897881,1120199.88899795,1122935.10560118
"Q3UMR5","Calcium uniporter protein, mitochondrial","Mcu",0.0160545455413446,24,15,24,466749.734936162,479919.877761402,491878.773831715,460435.019937864,457158.904058628,452621.738431266,464733.198361744,478588.499407197,478153.826584752,463812.56538586,452869.574139834,448596.874272241,458589.30316344,460024.32370907,480681.471252301,496644.70935562,474226.140890778,479234.254576535,460827.584088862,479852.776758194,470710.620881817,481212.616004725,483533.060394037,485286.524752768
"Q3UN04","Ubiquitin carboxyl-terminal hydrolase 30","Usp30",0.000421269527104311,21,15,24,27801.1618482236,29024.9287331295,27393.8238410673,25182.9887020881,25372.3577246007,25767.5635345145,30284.1353375662,30820.9239261104,30076.9987295027,25861.6067927608,26047.7714267032,24986.7473887186,29391.349586968,27882.8566137332,30249.6222454822,32364.3005663189,28882.6739249983,27068.8447546058,28229.3904304032,27655.5957382748,26210.4487050149,24896.8866322324,32048.3652535674,27744.7163412111
"Q3UPH1","Protein PRRC1","Prrc1",0.00134192782242754,9,15,24,577559.884339174,548900.934445718,576235.911756504,578067.41565846,561187.983811669,563301.000749522,549432.024064527,544657.569664347,580334.38342902,562946.823476657,592028.928614752,573370.261904879,575500.262469603,533487.83851214,535702.135819889,545678.123474095,536482.393116569,562739.546583398,571926.802710704,562625.274447187,564338.94596179,566311.880573443,557641.425264392,558453.596341382
"Q3UV57","DDB1- and CUL4-associated factor 5","Dcaf5",0.00366318366726206,12,15,24,48033.3169468403,68010.7417248937,51967.4825659014,74384.6472689639,56670.9728027111,51439.2321210671,52071.0104470102,51962.7491250617,49819.1278239335,52089.9745875277,54324.9598756928,54600.267338421,52860.7770036587,49253.5770103535,52682.4569542942,51631.5505676096,52387.3934105209,54224.0312373969,50919.5825728993,54694.8899899929,53280.0589573617,52832.9437336841,51622.2705649105,52890.0957671114
"Q3UVN5","NSFL1 cofactor p47","Nsfl1c",0.00730552232792682,12,9,24,973280.366722194,959136.372293666,963162.6003414,980773.545138513,970919.658119595,979478.903871807,942413.323851474,974735.462624807,953213.540729549,1036925.5412476,959840.246212845,993343.156285833,954497.693489234,962145.718330338,922193.647508981,965009.81733093,979860.430919292,976742.613741216,992703.52771246,974741.047508467,978635.391243889,939868.835542457,961889.563354659,958562.956929723
"Q3UXS0","Secretory carrier-associated membrane protein 3","Scamp3",0.0268100209292608,24,15,24,135968.28669838,137038.14668628,138517.45794679,133287.00534212,127207.070212073,128199.979775914,130323.821741826,142730.648165242,136732.815577711,127860.720519856,133612.445727449,131111.69000839,129558.274677037,135235.003870647,138269.630324431,139223.213153715,129566.234155632,137601.279601639,133179.390475838,146054.808786212,131564.565941658,143083.905578147,136779.490351227,145595.725397004
"Q3UYD0","U3 small nucleolar RNA-associated protein 14 homolog A","Utp14a",0.00894129514973995,12,15,24,99840.288153945,110257.015645427,96985.6461451651,105592.973902037,99804.8492928847,103875.599212788,98539.5906650654,100471.819171031,77191.5629774472,86227.5205400402,93272.7668486702,115797.517215697,109068.404068582,122642.999733992,90236.8780194938,83140.852071478,95333.309713228,97599.7900704083,98658.3639402259,103161.998999781,100281.236603777,100370.869530528,99207.1599163689,99013.3510980685
"Q3UYN1","Proline synthase co-transcribed bacterial homolog protein","Prosc",0.0493926570963459,12,9,24,432605.364774263,410249.637399859,430441.833979347,450228.376009039,409250.54025461,422496.30992083,403507.965122544,394482.007866787,416241.435830451,424279.608598765,419934.632611272,433326.852173469,397064.338040224,415968.321222964,401068.326500959,411733.432449964,435065.092205652,428468.110746207,439486.974319543,446220.123060391,436252.758240445,419198.863852482,430247.894157301,440822.509876034
"Q3V117","","Acly",0.0379626681383877,15,12,24,2848953.19333983,2841668.84499768,2883924.0720579,2819192.36109211,2937437.3764247,2851965.63042587,2820101.95002767,2844498.36631795,2837840.11207623,2846154.57288468,2857536.54389259,2916749.27711859,2958300.2585214,2954133.93105389,2835606.30712005,2889123.21194097,2868917.57724213,2885490.99520417,2901210.97356755,2914839.48841031,2882256.87093485,2968605.30755359,2863373.83439004,2910331.96242406
"Q498A0","ADP-ribosylation factor-like protein 5A","Arl5a",0.0150331168554007,21,18,24,31224.5597632902,32998.1347405313,33495.5067213562,37734.5460080492,29445.3660158768,34170.2221972875,35888.4868941604,34789.6586361987,32492.2709014038,32052.6257676674,30396.0671568559,31846.7469692011,31236.6800097643,32348.1875868797,34437.0119522169,33441.979560829,30968.2191725871,33396.3947043866,30564.88041445,32377.3117212894,31720.8719635339,32092.481897505,33823.9495152204,33481.4403717254
"Q4FK22","Endoplasmic reticulum-Golgi intermediate compartment protein 1","Ergic1",0.02463623544851,24,9,24,245888.247407141,267168.643216957,253461.09638853,239032.294841408,228460.366100277,236205.767498821,248755.014799548,268198.665492395,250517.435195381,234035.051770103,234374.260008358,227383.739269068,242711.661054986,243160.009693719,268839.288632438,267140.010480933,244289.299517976,278910.812678182,225521.429426647,279199.458309458,241870.948026507,316513.290091226,256682.730081956,301944.584488934
"Q4FZK2","Elongation factor 1-gamma","Eef1g",0.0313173335461783,12,9,24,3160717.87400356,3134198.43528765,3117190.03496868,3152563.39574549,3104344.25709873,3147938.85920905,3051954.08752857,3076157.34044896,3126433.04244571,3129385.26112993,3134593.62979947,3140785.3688914,3083196.91041943,3062070.9897643,2951580.04653978,2974534.74466583,2995672.23785578,2961395.51585695,3056023.66159962,3005507.95636619,3022803.14449364,2965777.12267717,2959308.30567522,2904014.38415091
"Q4VAE3","Transmembrane protein 65","Tmem65",0.0050299921711324,21,15,24,40840.8088335268,43485.0288754182,38577.0807252964,34403.709492282,38792.7434343826,35543.519291595,45645.1343789364,46171.1123805794,42792.2202832011,37309.9174162312,40993.6338932413,38405.4473397959,43484.3654229748,39390.1357245896,46373.2254307117,42619.4249113237,38921.5547773021,42938.4755393386,41963.3273823694,44678.0761580757,41291.5348782105,45369.9119121093,45826.0573447896,45810.9262453339
"Q4VBD2","Transmembrane anterior posterior transformation protein 1","Tapt1",0.00730552232792682,24,9,24,24664.1533668408,25787.0989467385,20364.5823576051,21258.1908287045,18857.818885989,24944.4480664633,21093.1395239522,26058.3239742545,23498.7547479622,22392.6987417141,21387.6415386137,23870.0475051563,23151.3426166892,22999.4046004844,23704.7993782073,24623.335377568,19517.9298244061,24480.4385289823,16746.4027531488,20925.9985821638,21845.2679285992,25698.5797025634,21476.3548908753,24970.5814568331
